shift_date,shift,zone_id,zone_lat,zone_lon,predicted_EIS
2024-04-09,night (22:00-06:00),12.955_77.585,12.955,77.585,6.04065
2024-04-09,night (22:00-06:00),12.98_77.6,12.98,77.6,5.928495
2024-04-09,night (22:00-06:00),13.05_77.575,13.05,77.575,5.871741
2024-04-09,night (22:00-06:00),13.015_77.555,13.015,77.555,5.736444
2024-04-09,night (22:00-06:00),12.975_77.615,12.975,77.615,5.5340405
2024-04-09,night (22:00-06:00),12.995_77.57,12.995,77.57,5.446805
2024-04-09,night (22:00-06:00),12.925_77.68,12.925,77.68,5.358082
2024-04-09,night (22:00-06:00),12.945_77.595,12.945,77.595,5.0982513
2024-04-09,night (22:00-06:00),12.985_77.55,12.985,77.55,5.063759
2024-04-09,night (22:00-06:00),12.99_77.6,12.99,77.6,5.0519137
2024-04-09,night (22:00-06:00),12.93_77.58,12.93,77.58,5.03791
2024-04-09,night (22:00-06:00),13.045_77.575,13.045,77.575,5.015605
2024-04-09,night (22:00-06:00),12.905_77.63,12.905,77.63,4.8437233
2024-04-09,night (22:00-06:00),12.93_77.685,12.93,77.685,4.8080015
2024-04-09,night (22:00-06:00),12.99_77.575,12.99,77.575,4.73806
2024-04-09,night (22:00-06:00),12.925_77.675,12.925,77.675,4.7334013
2024-04-09,night (22:00-06:00),12.965_77.555,12.965,77.555,4.682021
2024-04-09,night (22:00-06:00),12.995_77.55,12.995,77.55,4.67383
2024-04-09,night (22:00-06:00),12.84_77.645,12.84,77.645,4.6299996
2024-04-09,night (22:00-06:00),12.97_77.6,12.97,77.6,4.5508633
2024-04-09,night (22:00-06:00),12.99_77.59,12.99,77.59,4.459097
2024-04-09,night (22:00-06:00),12.965_77.535,12.965,77.535,4.252769
2024-04-09,night (22:00-06:00),12.97_77.58,12.97,77.58,4.2235165
2024-04-09,night (22:00-06:00),12.96_77.585,12.96,77.585,4.1500506
2024-04-09,night (22:00-06:00),12.97_77.535,12.97,77.535,4.1201663
2024-04-09,night (22:00-06:00),12.98_77.695,12.98,77.695,4.0041237
2024-04-09,night (22:00-06:00),12.89_77.64,12.89,77.64,3.9993331
2024-04-09,night (22:00-06:00),12.995_77.59,12.995,77.59,3.9196885
2024-04-09,night (22:00-06:00),12.96_77.645,12.96,77.645,3.8804934
2024-04-09,night (22:00-06:00),12.895_77.635,12.895,77.635,3.8323894
2024-04-09,night (22:00-06:00),12.93_77.68,12.93,77.68,3.80732
2024-04-09,night (22:00-06:00),12.995_77.615,12.995,77.615,3.7955337
2024-04-09,night (22:00-06:00),12.955_77.7,12.955,77.7,3.7557123
2024-04-09,night (22:00-06:00),12.87_77.655,12.87,77.655,3.6073618
2024-04-09,night (22:00-06:00),12.96_77.7,12.96,77.7,3.4524207
2024-04-09,night (22:00-06:00),12.915_77.575,12.915,77.575,3.3840294
2024-04-09,night (22:00-06:00),13.0_77.61,13.0,77.61,3.3839478
2024-04-09,night (22:00-06:00),12.995_77.665,12.995,77.665,3.1674747
2024-04-09,night (22:00-06:00),12.99_77.55,12.99,77.55,3.0125892
2024-04-09,night (22:00-06:00),12.965_77.64,12.965,77.64,2.7514255
2024-04-09,night (22:00-06:00),12.91_77.635,12.91,77.635,2.750987
2024-04-09,night (22:00-06:00),12.96_77.6,12.96,77.6,2.7282965
2024-04-09,night (22:00-06:00),12.97_77.66,12.97,77.66,2.6907344
2024-04-09,night (22:00-06:00),12.975_77.54,12.975,77.54,2.6251636
2024-04-09,night (22:00-06:00),12.96_77.595,12.96,77.595,2.5420604
2024-04-09,night (22:00-06:00),12.94_77.7,12.94,77.7,2.5239222
2024-04-09,night (22:00-06:00),12.975_77.625,12.975,77.625,2.472005
2024-04-09,night (22:00-06:00),12.96_77.65,12.96,77.65,2.451785
2024-04-09,night (22:00-06:00),12.99_77.54,12.99,77.54,2.442973
2024-04-09,night (22:00-06:00),13.025_77.585,13.025,77.585,2.3919888
2024-04-09,night (22:00-06:00),12.99_77.57,12.99,77.57,2.3780072
2024-04-09,night (22:00-06:00),12.985_77.58,12.985,77.58,2.3166583
2024-04-09,night (22:00-06:00),12.97_77.645,12.97,77.645,2.312675
2024-04-09,night (22:00-06:00),12.985_77.6,12.985,77.6,2.2787528
2024-04-09,night (22:00-06:00),12.9_77.675,12.9,77.675,2.278554
2024-04-09,night (22:00-06:00),12.97_77.62,12.97,77.62,2.273864
2024-04-09,night (22:00-06:00),12.97_77.71,12.97,77.71,2.2504315
2024-04-09,night (22:00-06:00),12.995_77.61,12.995,77.61,2.2363439
2024-04-09,night (22:00-06:00),12.98_77.555,12.98,77.555,2.2344978
2024-04-09,night (22:00-06:00),12.96_77.715,12.96,77.715,2.2315173
2024-04-09,night (22:00-06:00),12.925_77.62,12.925,77.62,2.1698742
2024-04-09,night (22:00-06:00),13.19_77.68,13.19,77.68,2.1128945
2024-04-09,night (22:00-06:00),12.98_77.56,12.98,77.56,2.1127448
2024-04-09,night (22:00-06:00),12.97_77.605,12.97,77.605,2.0822701
2024-04-09,night (22:00-06:00),12.975_77.59,12.975,77.59,2.0643077
2024-04-09,night (22:00-06:00),13.07_77.585,13.07,77.585,2.0567832
2024-04-09,night (22:00-06:00),13.095_77.6,13.095,77.6,2.0511463
2024-04-09,night (22:00-06:00),13.03_77.575,13.03,77.575,2.0468774
2024-04-09,night (22:00-06:00),12.97_77.595,12.97,77.595,2.0148916
2024-04-09,night (22:00-06:00),12.97_77.64,12.97,77.64,2.0026002
2024-04-09,night (22:00-06:00),13.0_77.54,13.0,77.54,1.9965321
2024-04-09,night (22:00-06:00),12.96_77.51,12.96,77.51,1.9485214
2024-04-09,night (22:00-06:00),13.05_77.595,13.05,77.595,1.9459414
2024-04-09,night (22:00-06:00),12.97_77.59,12.97,77.59,1.9394224
2024-04-09,night (22:00-06:00),12.91_77.64,12.91,77.64,1.927137
2024-04-09,night (22:00-06:00),12.995_77.565,12.995,77.565,1.9152328
2024-04-09,night (22:00-06:00),12.975_77.61,12.975,77.61,1.8961099
2024-04-09,night (22:00-06:00),12.91_77.6,12.91,77.6,1.8875322
2024-04-09,night (22:00-06:00),12.875_77.595,12.875,77.595,1.8059324
2024-04-09,night (22:00-06:00),12.935_77.585,12.935,77.585,1.7952744
2024-04-09,night (22:00-06:00),12.93_77.69,12.93,77.69,1.6885788
2024-04-09,night (22:00-06:00),12.98_77.615,12.98,77.615,1.6873114
2024-04-09,night (22:00-06:00),13.03_77.535,13.03,77.535,1.669682
2024-04-09,night (22:00-06:00),12.965_77.715,12.965,77.715,1.6682284
2024-04-09,night (22:00-06:00),12.95_77.54,12.95,77.54,1.6345644
2024-04-09,night (22:00-06:00),13.19_77.645,13.19,77.645,1.5763665
2024-04-09,night (22:00-06:00),13.065_77.59,13.065,77.59,1.5757825
2024-04-09,night (22:00-06:00),12.995_77.66,12.995,77.66,1.5447038
2024-04-09,night (22:00-06:00),12.97_77.545,12.97,77.545,1.5094289
2024-04-09,night (22:00-06:00),12.98_77.64,12.98,77.64,1.4523783
2024-04-09,night (22:00-06:00),12.985_77.575,12.985,77.575,1.4391631
2024-04-09,night (22:00-06:00),13.095_77.595,13.095,77.595,1.1779568
2024-04-09,night (22:00-06:00),13.035_77.625,13.035,77.625,0.9706331
2024-04-09,night (22:00-06:00),12.945_77.7,12.945,77.7,0.8485916
2024-04-09,night (22:00-06:00),12.965_77.72,12.965,77.72,0.8451263
2024-04-09,night (22:00-06:00),12.915_77.635,12.915,77.635,0.80263984
2024-04-09,night (22:00-06:00),13.005_77.685,13.005,77.685,0.7564314
2024-04-09,night (22:00-06:00),12.96_77.53,12.96,77.53,0.74513775
2024-04-09,night (22:00-06:00),12.915_77.605,12.915,77.605,0.53870773
2024-04-10,evening (14:00-22:00),12.965_77.575,12.965,77.575,11.287425
2024-04-10,evening (14:00-22:00),12.98_77.61,12.98,77.61,9.023274
2024-04-10,evening (14:00-22:00),13.01_77.555,13.01,77.555,7.483975
2024-04-10,evening (14:00-22:00),12.98_77.575,12.98,77.575,7.256987
2024-04-10,evening (14:00-22:00),13.185_77.68,13.185,77.68,6.881032
2024-04-10,evening (14:00-22:00),12.975_77.575,12.975,77.575,6.6658406
2024-04-10,evening (14:00-22:00),13.01_77.695,13.01,77.695,6.1791797
2024-04-10,evening (14:00-22:00),12.975_77.58,12.975,77.58,5.8176336
2024-04-10,evening (14:00-22:00),12.985_77.61,12.985,77.61,5.522519
2024-04-10,evening (14:00-22:00),12.995_77.67,12.995,77.67,5.358468
2024-04-10,evening (14:00-22:00),13.07_77.59,13.07,77.59,4.7135754
2024-04-10,evening (14:00-22:00),13.0_77.55,13.0,77.55,4.4319096
2024-04-10,evening (14:00-22:00),12.935_77.615,12.935,77.615,4.3280644
2024-04-10,evening (14:00-22:00),12.985_77.605,12.985,77.605,3.9639032
2024-04-10,evening (14:00-22:00),12.96_77.575,12.96,77.575,3.9238884
2024-04-10,evening (14:00-22:00),12.965_77.58,12.965,77.58,3.7456944
2024-04-10,evening (14:00-22:00),12.935_77.69,12.935,77.69,3.6316798
2024-04-10,evening (14:00-22:00),12.975_77.55,12.975,77.55,3.5336142
2024-04-10,evening (14:00-22:00),12.965_77.585,12.965,77.585,3.3687897
2024-04-10,evening (14:00-22:00),12.945_77.57,12.945,77.57,3.3523085
2024-04-10,evening (14:00-22:00),12.975_77.545,12.975,77.545,3.267208
2024-04-10,evening (14:00-22:00),12.96_77.58,12.96,77.58,3.2346807
2024-04-10,evening (14:00-22:00),12.995_77.695,12.995,77.695,3.186373
2024-04-10,evening (14:00-22:00),12.95_77.7,12.95,77.7,3.1580868
2024-04-10,evening (14:00-22:00),12.98_77.605,12.98,77.605,3.0704815
2024-04-10,evening (14:00-22:00),12.98_77.58,12.98,77.58,2.9133546
2024-04-10,evening (14:00-22:00),13.035_77.59,13.035,77.59,2.7051108
2024-04-10,evening (14:00-22:00),13.01_77.55,13.01,77.55,2.7020276
2024-04-10,evening (14:00-22:00),12.965_77.54,12.965,77.54,2.6689386
2024-04-10,evening (14:00-22:00),12.97_77.575,12.97,77.575,2.554791
2024-04-10,evening (14:00-22:00),13.0_77.57,13.0,77.57,2.5145118
2024-04-10,evening (14:00-22:00),12.985_77.555,12.985,77.555,2.5111828
2024-04-10,evening (14:00-22:00),13.005_77.57,13.005,77.57,2.5076017
2024-04-10,evening (14:00-22:00),12.975_77.57,12.975,77.57,2.5042098
2024-04-10,evening (14:00-22:00),12.99_77.555,12.99,77.555,2.4502537
2024-04-10,evening (14:00-22:00),12.975_77.56,12.975,77.56,2.3542821
2024-04-10,evening (14:00-22:00),12.98_77.6,12.98,77.6,2.288442
2024-04-10,evening (14:00-22:00),12.94_77.695,12.94,77.695,2.1736689
2024-04-10,evening (14:00-22:00),12.84_77.645,12.84,77.645,2.0591664
2024-04-10,evening (14:00-22:00),13.0_77.675,13.0,77.675,2.0028803
2024-04-10,evening (14:00-22:00),13.0_77.555,13.0,77.555,1.7383108
2024-04-10,evening (14:00-22:00),13.015_77.555,13.015,77.555,1.5948442
2024-04-10,evening (14:00-22:00),12.995_77.555,12.995,77.555,1.586371
2024-04-10,evening (14:00-22:00),12.995_77.57,12.995,77.57,1.4515198
2024-04-10,evening (14:00-22:00),12.93_77.685,12.93,77.685,1.3766254
2024-04-10,evening (14:00-22:00),12.995_77.66,12.995,77.66,1.3671346
2024-04-10,evening (14:00-22:00),12.965_77.72,12.965,77.72,1.3645651
2024-04-10,evening (14:00-22:00),12.955_77.545,12.955,77.545,1.3521875
2024-04-10,evening (14:00-22:00),12.96_77.53,12.96,77.53,1.1724647
2024-04-10,evening (14:00-22:00),12.99_77.55,12.99,77.55,1.100357
2024-04-10,evening (14:00-22:00),12.905_77.63,12.905,77.63,1.0507839
2024-04-10,evening (14:00-22:00),13.01_77.57,13.01,77.57,1.0224446
2024-04-10,evening (14:00-22:00),12.995_77.55,12.995,77.55,0.99095935
2024-04-10,evening (14:00-22:00),12.94_77.585,12.94,77.585,0.9253596
2024-04-10,evening (14:00-22:00),12.99_77.59,12.99,77.59,0.8234919
2024-04-10,evening (14:00-22:00),13.005_77.685,13.005,77.685,0.8139126
2024-04-10,evening (14:00-22:00),12.97_77.535,12.97,77.535,0.76546544
2024-04-10,evening (14:00-22:00),12.9_77.675,12.9,77.675,0.7185648
2024-04-10,evening (14:00-22:00),12.93_77.58,12.93,77.58,0.7120235
2024-04-10,evening (14:00-22:00),12.98_77.615,12.98,77.615,0.7069924
2024-04-10,evening (14:00-22:00),12.93_77.585,12.93,77.585,0.6695629
2024-04-10,evening (14:00-22:00),12.97_77.58,12.97,77.58,0.6514487
2024-04-10,evening (14:00-22:00),13.02_77.53,13.02,77.53,0.63023746
2024-04-10,evening (14:00-22:00),12.995_77.665,12.995,77.665,0.6292627
2024-04-10,evening (14:00-22:00),13.005_77.55,13.005,77.55,0.6135542
2024-04-10,evening (14:00-22:00),12.97_77.6,12.97,77.6,0.5390228
2024-04-10,evening (14:00-22:00),13.025_77.585,13.025,77.585,0.5188743
2024-04-10,evening (14:00-22:00),13.05_77.575,13.05,77.575,0.5005828
2024-04-10,evening (14:00-22:00),12.925_77.62,12.925,77.62,0.48640212
2024-04-10,evening (14:00-22:00),12.99_77.575,12.99,77.575,0.47524965
2024-04-10,evening (14:00-22:00),12.965_77.535,12.965,77.535,0.47178593
2024-04-10,evening (14:00-22:00),12.965_77.64,12.965,77.64,0.46885458
2024-04-10,evening (14:00-22:00),12.97_77.645,12.97,77.645,0.45004985
2024-04-10,evening (14:00-22:00),12.96_77.51,12.96,77.51,0.4491542
2024-04-10,evening (14:00-22:00),13.0_77.54,13.0,77.54,0.44838044
2024-04-10,evening (14:00-22:00),12.99_77.54,12.99,77.54,0.44300088
2024-04-10,evening (14:00-22:00),13.19_77.645,13.19,77.645,0.44148427
2024-04-10,evening (14:00-22:00),12.985_77.6,12.985,77.6,0.4382958
2024-04-10,evening (14:00-22:00),12.955_77.585,12.955,77.585,0.43505424
2024-04-10,evening (14:00-22:00),12.925_77.585,12.925,77.585,0.43101662
2024-04-10,evening (14:00-22:00),13.07_77.585,13.07,77.585,0.42601004
2024-04-10,evening (14:00-22:00),12.975_77.615,12.975,77.615,0.41757214
2024-04-10,evening (14:00-22:00),12.925_77.675,12.925,77.675,0.41622797
2024-04-10,evening (14:00-22:00),12.985_77.55,12.985,77.55,0.41116458
2024-04-10,evening (14:00-22:00),12.97_77.66,12.97,77.66,0.40963086
2024-04-10,evening (14:00-22:00),13.03_77.54,13.03,77.54,0.4031131
2024-04-10,evening (14:00-22:00),12.91_77.635,12.91,77.635,0.39488658
2024-04-10,evening (14:00-22:00),12.89_77.64,12.89,77.64,0.39373487
2024-04-10,evening (14:00-22:00),12.91_77.64,12.91,77.64,0.38582477
2024-04-10,evening (14:00-22:00),12.99_77.6,12.99,77.6,0.3759398
2024-04-10,evening (14:00-22:00),12.945_77.595,12.945,77.595,0.36355615
2024-04-10,evening (14:00-22:00),12.935_77.585,12.935,77.585,0.36321628
2024-04-10,evening (14:00-22:00),12.995_77.615,12.995,77.615,0.36105984
2024-04-10,evening (14:00-22:00),13.0_77.61,13.0,77.61,0.35459685
2024-04-10,evening (14:00-22:00),12.97_77.595,12.97,77.595,0.34237558
2024-04-10,evening (14:00-22:00),12.975_77.61,12.975,77.61,0.34138837
2024-04-10,evening (14:00-22:00),12.87_77.655,12.87,77.655,0.33640793
2024-04-10,evening (14:00-22:00),12.915_77.635,12.915,77.635,0.33429262
2024-04-10,evening (14:00-22:00),12.965_77.555,12.965,77.555,0.3339397
2024-04-10,evening (14:00-22:00),12.975_77.62,12.975,77.62,0.32742074
2024-04-10,evening (14:00-22:00),12.98_77.555,12.98,77.555,0.31284425
2024-04-10,evening (14:00-22:00),12.96_77.715,12.96,77.715,0.3116111
2024-04-10,evening (14:00-22:00),12.995_77.565,12.995,77.565,0.3108308
2024-04-10,evening (14:00-22:00),12.96_77.65,12.96,77.65,0.3017901
2024-04-10,evening (14:00-22:00),12.93_77.68,12.93,77.68,0.2976159
2024-04-10,evening (14:00-22:00),13.03_77.535,13.03,77.535,0.29077026
2024-04-10,evening (14:00-22:00),12.97_77.64,12.97,77.64,0.28953508
2024-04-10,evening (14:00-22:00),12.975_77.625,12.975,77.625,0.28482744
2024-04-10,evening (14:00-22:00),12.985_77.58,12.985,77.58,0.27658078
2024-04-10,evening (14:00-22:00),12.97_77.605,12.97,77.605,0.27387926
2024-04-10,evening (14:00-22:00),12.96_77.6,12.96,77.6,0.2729354
2024-04-10,evening (14:00-22:00),12.955_77.7,12.955,77.7,0.26964733
2024-04-10,evening (14:00-22:00),12.97_77.59,12.97,77.59,0.26701573
2024-04-10,evening (14:00-22:00),12.95_77.54,12.95,77.54,0.2664347
2024-04-10,evening (14:00-22:00),12.96_77.585,12.96,77.585,0.2610061
2024-04-10,evening (14:00-22:00),12.91_77.6,12.91,77.6,0.25727457
2024-04-10,evening (14:00-22:00),12.885_77.64,12.885,77.64,0.2549846
2024-04-10,evening (14:00-22:00),13.03_77.575,13.03,77.575,0.2539485
2024-04-10,evening (14:00-22:00),12.985_77.575,12.985,77.575,0.25210252
2024-04-10,evening (14:00-22:00),12.925_77.68,12.925,77.68,0.2464898
2024-04-10,evening (14:00-22:00),12.98_77.695,12.98,77.695,0.24560386
2024-04-10,evening (14:00-22:00),12.915_77.575,12.915,77.575,0.24533448
2024-04-10,evening (14:00-22:00),12.995_77.59,12.995,77.59,0.23409511
2024-04-10,evening (14:00-22:00),12.96_77.7,12.96,77.7,0.22946684
2024-04-10,evening (14:00-22:00),12.98_77.56,12.98,77.56,0.22572207
2024-04-10,evening (14:00-22:00),13.065_77.59,13.065,77.59,0.22107232
2024-04-10,evening (14:00-22:00),13.045_77.575,13.045,77.575,0.2151924
2024-04-10,evening (14:00-22:00),12.96_77.645,12.96,77.645,0.21363352
2024-04-10,evening (14:00-22:00),12.93_77.69,12.93,77.69,0.21120383
2024-04-10,evening (14:00-22:00),12.97_77.71,12.97,77.71,0.20884182
2024-04-10,evening (14:00-22:00),12.94_77.7,12.94,77.7,0.19556066
2024-04-10,evening (14:00-22:00),13.19_77.68,13.19,77.68,0.19302735
2024-04-10,evening (14:00-22:00),13.05_77.595,13.05,77.595,0.18932888
2024-04-10,evening (14:00-22:00),12.99_77.57,12.99,77.57,0.18860498
2024-04-10,evening (14:00-22:00),12.97_77.62,12.97,77.62,0.18715623
2024-04-10,evening (14:00-22:00),12.995_77.61,12.995,77.61,0.18617402
2024-04-10,evening (14:00-22:00),12.98_77.64,12.98,77.64,0.18155138
2024-04-10,evening (14:00-22:00),13.0_77.68,13.0,77.68,0.18149085
2024-04-10,evening (14:00-22:00),12.875_77.595,12.875,77.595,0.16293387
2024-04-10,evening (14:00-22:00),12.975_77.54,12.975,77.54,0.1543868
2024-04-10,evening (14:00-22:00),12.895_77.635,12.895,77.635,0.14137511
2024-04-10,evening (14:00-22:00),13.095_77.6,13.095,77.6,0.14047177
2024-04-10,evening (14:00-22:00),12.975_77.59,12.975,77.59,0.13978457
2024-04-10,evening (14:00-22:00),12.915_77.605,12.915,77.605,0.1293473
2024-04-10,evening (14:00-22:00),13.095_77.595,13.095,77.595,0.12805513
2024-04-10,evening (14:00-22:00),12.97_77.545,12.97,77.545,0.10833685
2024-04-10,evening (14:00-22:00),13.035_77.625,13.035,77.625,0.105136275
2024-04-10,evening (14:00-22:00),12.945_77.7,12.945,77.7,0.101895094
2024-04-10,evening (14:00-22:00),12.965_77.715,12.965,77.715,0.09698388
2024-04-10,evening (14:00-22:00),12.96_77.595,12.96,77.595,0.07458617
2024-04-10,morning (06:00-14:00),12.98_77.61,12.98,77.61,293.40625
2024-04-10,morning (06:00-14:00),12.975_77.58,12.975,77.58,288.75385
2024-04-10,morning (06:00-14:00),12.975_77.575,12.975,77.575,216.7278
2024-04-10,morning (06:00-14:00),12.98_77.575,12.98,77.575,212.2859
2024-04-10,morning (06:00-14:00),12.965_77.575,12.965,77.575,200.03464
2024-04-10,morning (06:00-14:00),13.01_77.555,13.01,77.555,179.58153
2024-04-10,morning (06:00-14:00),13.0_77.55,13.0,77.55,156.79668
2024-04-10,morning (06:00-14:00),12.965_77.58,12.965,77.58,128.476
2024-04-10,morning (06:00-14:00),12.985_77.605,12.985,77.605,115.03346
2024-04-10,morning (06:00-14:00),12.935_77.69,12.935,77.69,112.036934
2024-04-10,morning (06:00-14:00),12.97_77.575,12.97,77.575,110.72324
2024-04-10,morning (06:00-14:00),12.98_77.58,12.98,77.58,108.855095
2024-04-10,morning (06:00-14:00),13.07_77.59,13.07,77.59,106.14347
2024-04-10,morning (06:00-14:00),12.98_77.605,12.98,77.605,104.10257
2024-04-10,morning (06:00-14:00),12.975_77.545,12.975,77.545,100.19998
2024-04-10,morning (06:00-14:00),12.995_77.67,12.995,77.67,97.66936
2024-04-10,morning (06:00-14:00),12.965_77.585,12.965,77.585,96.85878
2024-04-10,morning (06:00-14:00),13.185_77.68,13.185,77.68,95.08413
2024-04-10,morning (06:00-14:00),12.94_77.695,12.94,77.695,94.61544
2024-04-10,morning (06:00-14:00),12.985_77.61,12.985,77.61,93.20935
2024-04-10,morning (06:00-14:00),13.01_77.55,13.01,77.55,86.3177
2024-04-10,morning (06:00-14:00),13.01_77.695,13.01,77.695,84.104866
2024-04-10,morning (06:00-14:00),13.0_77.57,13.0,77.57,83.63803
2024-04-10,morning (06:00-14:00),12.945_77.57,12.945,77.57,80.054245
2024-04-10,morning (06:00-14:00),12.975_77.55,12.975,77.55,77.25754
2024-04-10,morning (06:00-14:00),12.96_77.575,12.96,77.575,69.35896
2024-04-10,morning (06:00-14:00),12.985_77.555,12.985,77.555,61.869564
2024-04-10,morning (06:00-14:00),13.005_77.57,13.005,77.57,59.50145
2024-04-10,morning (06:00-14:00),13.035_77.59,13.035,77.59,58.998077
2024-04-10,morning (06:00-14:00),12.96_77.58,12.96,77.58,58.632908
2024-04-10,morning (06:00-14:00),12.995_77.57,12.995,77.57,54.663677
2024-04-10,morning (06:00-14:00),12.965_77.54,12.965,77.54,53.72132
2024-04-10,morning (06:00-14:00),12.935_77.615,12.935,77.615,53.577904
2024-04-10,morning (06:00-14:00),13.0_77.555,13.0,77.555,53.53775
2024-04-10,morning (06:00-14:00),12.95_77.7,12.95,77.7,52.44245
2024-04-10,morning (06:00-14:00),13.0_77.675,13.0,77.675,51.26421
2024-04-10,morning (06:00-14:00),12.975_77.57,12.975,77.57,50.52275
2024-04-10,morning (06:00-14:00),12.995_77.695,12.995,77.695,49.30648
2024-04-10,morning (06:00-14:00),12.975_77.56,12.975,77.56,48.912132
2024-04-10,morning (06:00-14:00),12.98_77.6,12.98,77.6,47.76603
2024-04-10,morning (06:00-14:00),12.99_77.555,12.99,77.555,47.25254
2024-04-10,morning (06:00-14:00),12.995_77.555,12.995,77.555,42.550545
2024-04-10,morning (06:00-14:00),12.93_77.685,12.93,77.685,40.952393
2024-04-10,morning (06:00-14:00),13.015_77.555,13.015,77.555,40.849033
2024-04-10,morning (06:00-14:00),12.995_77.55,12.995,77.55,40.821827
2024-04-10,morning (06:00-14:00),12.955_77.545,12.955,77.545,37.6514
2024-04-10,morning (06:00-14:00),13.01_77.57,13.01,77.57,37.475742
2024-04-10,morning (06:00-14:00),12.905_77.63,12.905,77.63,34.695335
2024-04-10,morning (06:00-14:00),12.84_77.645,12.84,77.645,34.61202
2024-04-10,morning (06:00-14:00),12.99_77.59,12.99,77.59,34.421566
2024-04-10,morning (06:00-14:00),12.99_77.55,12.99,77.55,33.725624
2024-04-10,morning (06:00-14:00),12.965_77.72,12.965,77.72,31.828533
2024-04-10,morning (06:00-14:00),12.96_77.53,12.96,77.53,31.529922
2024-04-10,morning (06:00-14:00),12.97_77.535,12.97,77.535,30.829922
2024-04-10,morning (06:00-14:00),13.005_77.55,13.005,77.55,28.501265
2024-04-10,morning (06:00-14:00),12.97_77.58,12.97,77.58,28.442553
2024-04-10,morning (06:00-14:00),13.005_77.685,13.005,77.685,27.081573
2024-04-10,morning (06:00-14:00),12.97_77.6,12.97,77.6,26.925842
2024-04-10,morning (06:00-14:00),13.02_77.53,13.02,77.53,26.868658
2024-04-10,morning (06:00-14:00),12.93_77.58,12.93,77.58,26.42467
2024-04-10,morning (06:00-14:00),12.93_77.585,12.93,77.585,26.370481
2024-04-10,morning (06:00-14:00),12.99_77.575,12.99,77.575,24.519096
2024-04-10,morning (06:00-14:00),12.98_77.615,12.98,77.615,24.497078
2024-04-10,morning (06:00-14:00),12.955_77.585,12.955,77.585,23.888435
2024-04-10,morning (06:00-14:00),12.965_77.64,12.965,77.64,23.819864
2024-04-10,morning (06:00-14:00),12.925_77.675,12.925,77.675,23.501299
2024-04-10,morning (06:00-14:00),12.925_77.62,12.925,77.62,23.087402
2024-04-10,morning (06:00-14:00),12.975_77.615,12.975,77.615,23.060308
2024-04-10,morning (06:00-14:00),12.985_77.6,12.985,77.6,22.211254
2024-04-10,morning (06:00-14:00),12.925_77.585,12.925,77.585,22.033926
2024-04-10,morning (06:00-14:00),12.94_77.585,12.94,77.585,21.672821
2024-04-10,morning (06:00-14:00),12.99_77.6,12.99,77.6,21.621454
2024-04-10,morning (06:00-14:00),13.19_77.645,13.19,77.645,21.02258
2024-04-10,morning (06:00-14:00),12.98_77.695,12.98,77.695,20.66101
2024-04-10,morning (06:00-14:00),13.0_77.54,13.0,77.54,20.56266
2024-04-10,morning (06:00-14:00),12.965_77.535,12.965,77.535,20.558798
2024-04-10,morning (06:00-14:00),12.99_77.54,12.99,77.54,20.5372
2024-04-10,morning (06:00-14:00),12.97_77.645,12.97,77.645,20.330172
2024-04-10,morning (06:00-14:00),12.97_77.66,12.97,77.66,20.13414
2024-04-10,morning (06:00-14:00),12.985_77.55,12.985,77.55,19.90964
2024-04-10,morning (06:00-14:00),12.96_77.585,12.96,77.585,19.85941
2024-04-10,morning (06:00-14:00),12.96_77.7,12.96,77.7,19.784958
2024-04-10,morning (06:00-14:00),12.995_77.59,12.995,77.59,18.814075
2024-04-10,morning (06:00-14:00),12.96_77.645,12.96,77.645,18.155111
2024-04-10,morning (06:00-14:00),12.96_77.65,12.96,77.65,18.051598
2024-04-10,morning (06:00-14:00),12.995_77.615,12.995,77.615,17.931004
2024-04-10,morning (06:00-14:00),13.025_77.585,13.025,77.585,17.89406
2024-04-10,morning (06:00-14:00),12.965_77.555,12.965,77.555,17.783844
2024-04-10,morning (06:00-14:00),12.985_77.58,12.985,77.58,17.66734
2024-04-10,morning (06:00-14:00),12.955_77.7,12.955,77.7,17.225876
2024-04-10,morning (06:00-14:00),12.975_77.62,12.975,77.62,17.043083
2024-04-10,morning (06:00-14:00),12.945_77.595,12.945,77.595,16.981594
2024-04-10,morning (06:00-14:00),13.03_77.575,13.03,77.575,15.518028
2024-04-10,morning (06:00-14:00),13.07_77.585,13.07,77.585,15.015981
2024-04-10,morning (06:00-14:00),12.96_77.51,12.96,77.51,14.896061
2024-04-10,morning (06:00-14:00),12.98_77.555,12.98,77.555,14.682363
2024-04-10,morning (06:00-14:00),12.91_77.64,12.91,77.64,14.086018
2024-04-10,morning (06:00-14:00),12.995_77.665,12.995,77.665,13.91461
2024-04-10,morning (06:00-14:00),12.93_77.69,12.93,77.69,13.9110775
2024-04-10,morning (06:00-14:00),12.87_77.655,12.87,77.655,13.804535
2024-04-10,morning (06:00-14:00),12.97_77.595,12.97,77.595,13.784779
2024-04-10,morning (06:00-14:00),12.97_77.64,12.97,77.64,13.754075
2024-04-10,morning (06:00-14:00),12.925_77.68,12.925,77.68,13.575959
2024-04-10,morning (06:00-14:00),12.89_77.64,12.89,77.64,13.5141945
2024-04-10,morning (06:00-14:00),12.975_77.625,12.975,77.625,13.3305
2024-04-10,morning (06:00-14:00),12.93_77.68,12.93,77.68,13.298352
