shift_date,shift,zone_id,zone_lat,zone_lon,predicted_EIS
2024-04-09,night (22:00-06:00),12.955_77.545,12.955,77.545,7.9481196
2024-04-09,night (22:00-06:00),13.0_77.555,13.0,77.555,7.605759
2024-04-09,night (22:00-06:00),13.03_77.54,13.03,77.54,7.603064
2024-04-09,night (22:00-06:00),12.94_77.695,12.94,77.695,7.304805
2024-04-09,night (22:00-06:00),12.94_77.585,12.94,77.585,7.251972
2024-04-09,night (22:00-06:00),12.975_77.56,12.975,77.56,7.03139
2024-04-09,night (22:00-06:00),13.005_77.55,13.005,77.55,6.6567187
2024-04-09,night (22:00-06:00),13.0_77.57,13.0,77.57,6.5750976
2024-04-09,night (22:00-06:00),13.02_77.53,13.02,77.53,6.453489
2024-04-09,night (22:00-06:00),13.005_77.57,13.005,77.57,6.255931
2024-04-09,night (22:00-06:00),12.885_77.64,12.885,77.64,6.1823597
2024-04-09,night (22:00-06:00),12.93_77.585,12.93,77.585,6.1665764
2024-04-09,night (22:00-06:00),13.01_77.57,13.01,77.57,6.152985
2024-04-09,night (22:00-06:00),12.975_77.62,12.975,77.62,6.1388025
