zone_id,hour_bucket,predicted_EIS,p_occur,zone_lat,zone_lon
13.07_77.59,2024-04-10 15:00:00+00:00,0.7958584,0.053135905,13.07,77.59
13.095_77.595,2024-04-10 15:00:00+00:00,0.016105838,0.002919065,13.095,77.595
13.095_77.6,2024-04-10 15:00:00+00:00,0.018677719,0.003566543,13.095,77.6
13.0_77.54,2024-04-10 15:00:00+00:00,0.0374649,0.0041042594,13.0,77.54
13.0_77.55,2024-04-10 15:00:00+00:00,1.0261092,0.09847611,13.0,77.55
13.0_77.555,2024-04-10 15:00:00+00:00,0.2316311,0.017750261,13.0,77.555
13.0_77.57,2024-04-10 15:00:00+00:00,0.38494313,0.04688585,13.0,77.57
13.0_77.61,2024-04-10 15:00:00+00:00,0.037251234,0.0067737084,13.0,77.61
13.0_77.675,2024-04-10 15:00:00+00:00,0.3015281,0.02470183,13.0,77.675
13.0_77.68,2024-04-10 15:00:00+00:00,0.021502934,0.0034304743,13.0,77.68
13.185_77.68,2024-04-10 15:00:00+00:00,2.0517035,0.18538605,13.185,77.68
13.19_77.645,2024-04-10 15:00:00+00:00,0.044683896,0.004961435,13.19,77.645
13.19_77.68,2024-04-10 15:00:00+00:00,0.02733154,0.004724361,13.19,77.68
12.84_77.645,2024-04-10 16:00:00+00:00,0.025568133,0.0023952422,12.84,77.645
12.875_77.595,2024-04-10 16:00:00+00:00,0.019693758,0.0029704224,12.875,77.595
12.87_77.655,2024-04-10 16:00:00+00:00,0.02446878,0.0037144439,12.87,77.655
12.885_77.64,2024-04-10 16:00:00+00:00,0.024367612,0.0036419774,12.885,77.64
12.895_77.635,2024-04-10 16:00:00+00:00,0.015679834,0.0024370549,12.895,77.635
12.89_77.64,2024-04-10 16:00:00+00:00,0.04104229,0.0062288707,12.89,77.64
12.905_77.63,2024-04-10 16:00:00+00:00,0.028866261,0.0030109533,12.905,77.63
12.915_77.575,2024-04-10 16:00:00+00:00,0.030162923,0.0047503393,12.915,77.575
12.915_77.605,2024-04-10 16:00:00+00:00,0.014021051,0.002282915,12.915,77.605
12.915_77.635,2024-04-10 16:00:00+00:00,0.016386222,0.003525222,12.915,77.635
12.91_77.6,2024-04-10 16:00:00+00:00,0.022031182,0.0035125613,12.91,77.6
12.91_77.635,2024-04-10 16:00:00+00:00,0.0344396,0.005550983,12.91,77.635
12.91_77.64,2024-04-10 16:00:00+00:00,0.027810108,0.0044339295,12.91,77.64
12.925_77.585,2024-04-10 16:00:00+00:00,0.0126264375,0.0016149769,12.925,77.585
12.925_77.62,2024-04-10 16:00:00+00:00,0.014466472,0.0014467405,12.925,77.62
12.925_77.675,2024-04-10 16:00:00+00:00,0.0116787115,0.001643088,12.925,77.675
12.925_77.68,2024-04-10 16:00:00+00:00,0.025985874,0.004089631,12.925,77.68
12.935_77.585,2024-04-10 16:00:00+00:00,0.0869479,0.014924418,12.935,77.585
12.935_77.615,2024-04-10 16:00:00+00:00,0.2212836,0.017659951,12.935,77.615
12.935_77.69,2024-04-10 16:00:00+00:00,0.22715986,0.013722074,12.935,77.69
12.93_77.58,2024-04-10 16:00:00+00:00,0.021701219,0.0020093522,12.93,77.58
12.93_77.585,2024-04-10 16:00:00+00:00,0.020872328,0.0022170627,12.93,77.585
12.93_77.68,2024-04-10 16:00:00+00:00,0.034178726,0.0051083444,12.93,77.68
12.93_77.685,2024-04-10 16:00:00+00:00,0.034151614,0.0025041061,12.93,77.685
12.93_77.69,2024-04-10 16:00:00+00:00,0.010580383,0.0015218266,12.93,77.69
12.945_77.57,2024-04-10 16:00:00+00:00,0.065018415,0.0051122955,12.945,77.57
12.945_77.595,2024-04-10 16:00:00+00:00,0.044693705,0.005847285,12.945,77.595
12.945_77.7,2024-04-10 16:00:00+00:00,0.009845977,0.0016636493,12.945,77.7
12.94_77.585,2024-04-10 16:00:00+00:00,0.044785835,0.0038932168,12.94,77.585
12.94_77.695,2024-04-10 16:00:00+00:00,0.08211439,0.0049212333,12.94,77.695
12.94_77.7,2024-04-10 16:00:00+00:00,0.019211095,0.0031003011,12.94,77.7
12.955_77.545,2024-04-10 16:00:00+00:00,0.083682075,0.0071041095,12.955,77.545
12.955_77.585,2024-04-10 16:00:00+00:00,0.012872568,0.0016219359,12.955,77.585
12.955_77.7,2024-04-10 16:00:00+00:00,0.015453965,0.0023863476,12.955,77.7
12.95_77.54,2024-04-10 16:00:00+00:00,0.030746581,0.0048612035,12.95,77.54
12.95_77.7,2024-04-10 16:00:00+00:00,0.083332255,0.0032175211,12.95,77.7
12.965_77.535,2024-04-10 16:00:00+00:00,0.014508691,0.0014956389,12.965,77.535
12.965_77.54,2024-04-10 16:00:00+00:00,0.05363794,0.0038121536,12.965,77.54
12.965_77.555,2024-04-10 16:00:00+00:00,0.031494156,0.0038880869,12.965,77.555
12.965_77.575,2024-04-10 16:00:00+00:00,0.31092334,0.016157959,12.965,77.575
12.965_77.58,2024-04-10 16:00:00+00:00,0.104793064,0.0065218443,12.965,77.58
12.965_77.585,2024-04-10 16:00:00+00:00,0.07907607,0.0062106946,12.965,77.585
12.965_77.64,2024-04-10 16:00:00+00:00,0.014214854,0.0015423924,12.965,77.64
12.965_77.715,2024-04-10 16:00:00+00:00,0.010361946,0.0017706916,12.965,77.715
12.965_77.72,2024-04-10 16:00:00+00:00,0.041990433,0.004160341,12.965,77.72
12.96_77.51,2024-04-10 16:00:00+00:00,0.027570399,0.0045447694,12.96,77.51
12.96_77.53,2024-04-10 16:00:00+00:00,0.02372784,0.001500512,12.96,77.53
12.96_77.575,2024-04-10 16:00:00+00:00,0.17238562,0.014081225,12.96,77.575
12.96_77.58,2024-04-10 16:00:00+00:00,0.058071136,0.0043375995,12.96,77.58
12.96_77.585,2024-04-10 16:00:00+00:00,0.011732582,0.0017529832,12.96,77.585
12.96_77.595,2024-04-10 16:00:00+00:00,0.010290822,0.0021002605,12.96,77.595
12.96_77.6,2024-04-10 16:00:00+00:00,0.035180088,0.0055391164,12.96,77.6
12.96_77.645,2024-04-10 16:00:00+00:00,0.009518505,0.0014020229,12.96,77.645
12.96_77.65,2024-04-10 16:00:00+00:00,0.027316453,0.00439552,12.96,77.65
12.96_77.7,2024-04-10 16:00:00+00:00,0.010204228,0.0015655943,12.96,77.7
12.96_77.715,2024-04-10 16:00:00+00:00,0.029266212,0.0042797406,12.96,77.715
12.975_77.54,2024-04-10 16:00:00+00:00,0.008805966,0.0013263759,12.975,77.54
12.975_77.545,2024-04-10 16:00:00+00:00,0.07637044,0.0061474456,12.975,77.545
12.975_77.55,2024-04-10 16:00:00+00:00,0.060353246,0.0052690282,12.975,77.55
12.975_77.56,2024-04-10 16:00:00+00:00,0.06751924,0.0054968107,12.975,77.56
12.975_77.57,2024-04-10 16:00:00+00:00,0.07955864,0.005613647,12.975,77.57
12.975_77.575,2024-04-10 16:00:00+00:00,0.24942097,0.015620691,12.975,77.575
12.975_77.58,2024-04-10 16:00:00+00:00,0.20855151,0.014595062,12.975,77.58
12.975_77.59,2024-04-10 16:00:00+00:00,0.015161229,0.0023220035,12.975,77.59
12.975_77.61,2024-04-10 16:00:00+00:00,0.03067204,0.0049437266,12.975,77.61
12.975_77.615,2024-04-10 16:00:00+00:00,0.011928695,0.0016306062,12.975,77.615
12.975_77.62,2024-04-10 16:00:00+00:00,0.029171163,0.004012185,12.975,77.62
12.975_77.625,2024-04-10 16:00:00+00:00,0.027889475,0.0043209633,12.975,77.625
12.97_77.535,2024-04-10 16:00:00+00:00,0.022024836,0.0019798721,12.97,77.535
12.97_77.545,2024-04-10 16:00:00+00:00,0.012361311,0.0020193001,12.97,77.545
12.97_77.575,2024-04-10 16:00:00+00:00,0.06293354,0.0058296183,12.97,77.575
12.97_77.58,2024-04-10 16:00:00+00:00,0.020484753,0.0022451142,12.97,77.58
12.97_77.59,2024-04-10 16:00:00+00:00,0.023306154,0.003970129,12.97,77.59
12.97_77.595,2024-04-10 16:00:00+00:00,0.037065357,0.0056612235,12.97,77.595
12.97_77.6,2024-04-10 16:00:00+00:00,0.01991652,0.002106901,12.97,77.6
12.97_77.605,2024-04-10 16:00:00+00:00,0.02806104,0.004425835,12.97,77.605
12.97_77.62,2024-04-10 16:00:00+00:00,0.025199706,0.003888357,12.97,77.62
12.97_77.64,2024-04-10 16:00:00+00:00,0.02396522,0.0037576586,12.97,77.64
12.97_77.645,2024-04-10 16:00:00+00:00,0.015979204,0.0017973491,12.97,77.645
12.97_77.66,2024-04-10 16:00:00+00:00,0.012598487,0.0016604869,12.97,77.66
12.97_77.71,2024-04-10 16:00:00+00:00,0.026259515,0.004143146,12.97,77.71
12.985_77.55,2024-04-10 16:00:00+00:00,0.012372211,0.0015380072,12.985,77.55
12.985_77.555,2024-04-10 16:00:00+00:00,0.0621199,0.0037578908,12.985,77.555
12.985_77.575,2024-04-10 16:00:00+00:00,0.027579164,0.0046500135,12.985,77.575
12.985_77.58,2024-04-10 16:00:00+00:00,0.011112987,0.0015818735,12.985,77.58
12.985_77.6,2024-04-10 16:00:00+00:00,0.014055539,0.0014040946,12.985,77.6
12.985_77.605,2024-04-10 16:00:00+00:00,0.20504752,0.017192397,12.985,77.605
12.985_77.61,2024-04-10 16:00:00+00:00,0.14848974,0.013629705,12.985,77.61
12.98_77.555,2024-04-10 16:00:00+00:00,0.023249116,0.003861751,12.98,77.555
12.98_77.56,2024-04-10 16:00:00+00:00,0.018904114,0.0031873477,12.98,77.56
12.98_77.575,2024-04-10 16:00:00+00:00,0.44189042,0.029349966,12.98,77.575
12.98_77.58,2024-04-10 16:00:00+00:00,0.12540561,0.0067688213,12.98,77.58
12.98_77.6,2024-04-10 16:00:00+00:00,0.07278945,0.0052149035,12.98,77.6
12.98_77.605,2024-04-10 16:00:00+00:00,0.077274255,0.006355818,12.98,77.605
12.98_77.61,2024-04-10 16:00:00+00:00,0.061197165,0.0056971516,12.98,77.61
12.98_77.615,2024-04-10 16:00:00+00:00,0.015056441,0.0014925771,12.98,77.615
12.98_77.64,2024-04-10 16:00:00+00:00,0.01571847,0.0026237448,12.98,77.64
12.98_77.695,2024-04-10 16:00:00+00:00,0.01057981,0.0016055248,12.98,77.695
12.995_77.55,2024-04-10 16:00:00+00:00,0.029564276,0.002544235,12.995,77.55
12.995_77.555,2024-04-10 16:00:00+00:00,0.046362318,0.0031410917,12.995,77.555
12.995_77.565,2024-04-10 16:00:00+00:00,0.053434093,0.0071042036,12.995,77.565
12.995_77.57,2024-04-10 16:00:00+00:00,0.035835724,0.0027441331,12.995,77.57
12.995_77.59,2024-04-10 16:00:00+00:00,0.010325407,0.0014316167,12.995,77.59
12.995_77.61,2024-04-10 16:00:00+00:00,0.018982686,0.0029616472,12.995,77.61
12.995_77.615,2024-04-10 16:00:00+00:00,0.010842151,0.0015758707,12.995,77.615
12.995_77.66,2024-04-10 16:00:00+00:00,0.043702774,0.0070738224,12.995,77.66
12.995_77.665,2024-04-10 16:00:00+00:00,0.07992271,0.012887377,12.995,77.665
12.995_77.67,2024-04-10 16:00:00+00:00,0.18929829,0.015335483,12.995,77.67
12.995_77.695,2024-04-10 16:00:00+00:00,0.0571298,0.0039410265,12.995,77.695
12.99_77.54,2024-04-10 16:00:00+00:00,0.014178277,0.0015947798,12.99,77.54
12.99_77.55,2024-04-10 16:00:00+00:00,0.022666737,0.0021283976,12.99,77.55
12.99_77.555,2024-04-10 16:00:00+00:00,0.049148284,0.003010806,12.99,77.555
12.99_77.57,2024-04-10 16:00:00+00:00,0.018771239,0.0027234384,12.99,77.57
12.99_77.575,2024-04-10 16:00:00+00:00,0.014127121,0.0018489055,12.99,77.575
12.99_77.59,2024-04-10 16:00:00+00:00,0.023938421,0.0024479271,12.99,77.59
12.99_77.6,2024-04-10 16:00:00+00:00,0.0131180445,0.0018686748,12.99,77.6
12.9_77.675,2024-04-10 16:00:00+00:00,0.029977722,0.0049793934,12.9,77.675
13.005_77.55,2024-04-10 16:00:00+00:00,0.022200437,0.0020883211,13.005,77.55
13.005_77.57,2024-04-10 16:00:00+00:00,0.060682073,0.0046883775,13.005,77.57
13.005_77.685,2024-04-10 16:00:00+00:00,0.019003041,0.00201437,13.005,77.685
13.015_77.555,2024-04-10 16:00:00+00:00,0.035446227,0.003143123,13.015,77.555
13.01_77.55,2024-04-10 16:00:00+00:00,0.06959208,0.005419019,13.01,77.55
13.01_77.555,2024-04-10 16:00:00+00:00,0.41536304,0.02980866,13.01,77.555
13.01_77.57,2024-04-10 16:00:00+00:00,0.027129246,0.0025478157,13.01,77.57
13.01_77.695,2024-04-10 16:00:00+00:00,0.42759028,0.039760884,13.01,77.695
13.025_77.585,2024-04-10 16:00:00+00:00,0.02683885,0.003480681,13.025,77.585
13.02_77.53,2024-04-10 16:00:00+00:00,0.019230464,0.0016806881,13.02,77.53
13.035_77.59,2024-04-10 16:00:00+00:00,0.054440636,0.0047149668,13.035,77.59
13.035_77.625,2024-04-10 16:00:00+00:00,0.011509575,0.0017656434,13.035,77.625
13.03_77.535,2024-04-10 16:00:00+00:00,0.035892297,0.005785129,13.03,77.535
13.03_77.54,2024-04-10 16:00:00+00:00,0.06900054,0.010779354,13.03,77.54
13.03_77.575,2024-04-10 16:00:00+00:00,0.01028057,0.0014942468,13.03,77.575
13.045_77.575,2024-04-10 16:00:00+00:00,0.029392146,0.004585703,13.045,77.575
13.05_77.575,2024-04-10 16:00:00+00:00,0.029872673,0.0036494408,13.05,77.575
13.05_77.595,2024-04-10 16:00:00+00:00,0.026748559,0.003946608,13.05,77.595
13.065_77.59,2024-04-10 16:00:00+00:00,0.03463767,0.005023213,13.065,77.59
13.07_77.585,2024-04-10 16:00:00+00:00,0.04870484,0.005342108,13.07,77.585
13.07_77.59,2024-04-10 16:00:00+00:00,0.22943881,0.013351234,13.07,77.59
13.095_77.595,2024-04-10 16:00:00+00:00,0.015256584,0.002484085,13.095,77.595
13.095_77.6,2024-04-10 16:00:00+00:00,0.019918261,0.00339833,13.095,77.6
13.0_77.54,2024-04-10 16:00:00+00:00,0.013467416,0.0013786941,13.0,77.54
13.0_77.55,2024-04-10 16:00:00+00:00,0.22141777,0.017702902,13.0,77.55
13.0_77.555,2024-04-10 16:00:00+00:00,0.045187593,0.003217501,13.0,77.555
13.0_77.57,2024-04-10 16:00:00+00:00,0.05861969,0.005570596,13.0,77.57
13.0_77.61,2024-04-10 16:00:00+00:00,0.025779113,0.004209761,13.0,77.61
13.0_77.675,2024-04-10 16:00:00+00:00,0.049870793,0.0036392654,13.0,77.675
13.0_77.68,2024-04-10 16:00:00+00:00,0.020202003,0.002931022,13.0,77.68
13.185_77.68,2024-04-10 16:00:00+00:00,0.41605163,0.03627642,13.185,77.68
13.19_77.645,2024-04-10 16:00:00+00:00,0.015534125,0.0016098192,13.19,77.645
13.19_77.68,2024-04-10 16:00:00+00:00,0.023918359,0.0037317027,13.19,77.68
12.84_77.645,2024-04-10 17:00:00+00:00,0.040645458,0.0010843163,12.84,77.645
12.875_77.595,2024-04-10 17:00:00+00:00,0.015753316,0.0012963642,12.875,77.595
12.87_77.655,2024-04-10 17:00:00+00:00,0.01913385,0.0015800776,12.87,77.655
12.885_77.64,2024-04-10 17:00:00+00:00,0.020867111,0.0017086358,12.885,77.64
12.895_77.635,2024-04-10 17:00:00+00:00,0.01279477,0.0011293703,12.895,77.635
12.89_77.64,2024-04-10 17:00:00+00:00,0.029578175,0.0024451134,12.89,77.64
12.905_77.63,2024-04-10 17:00:00+00:00,0.025567025,0.0015077945,12.905,77.63
12.915_77.575,2024-04-10 17:00:00+00:00,0.019761972,0.0018101033,12.915,77.575
12.915_77.605,2024-04-10 17:00:00+00:00,0.013864173,0.0012700629,12.915,77.605
12.915_77.635,2024-04-10 17:00:00+00:00,0.014071256,0.0015199425,12.915,77.635
12.91_77.6,2024-04-10 17:00:00+00:00,0.019890793,0.0016681984,12.91,77.6
12.91_77.635,2024-04-10 17:00:00+00:00,0.026732296,0.0024115155,12.91,77.635
12.91_77.64,2024-04-10 17:00:00+00:00,0.025421266,0.0021320274,12.91,77.64
12.925_77.585,2024-04-10 17:00:00+00:00,0.012706223,0.0009125968,12.925,77.585
12.925_77.62,2024-04-10 17:00:00+00:00,0.0126654,0.0008024334,12.925,77.62
12.925_77.675,2024-04-10 17:00:00+00:00,0.0131223835,0.0009569027,12.925,77.675
12.925_77.68,2024-04-10 17:00:00+00:00,0.030602923,0.002267895,12.925,77.68
12.935_77.585,2024-04-10 17:00:00+00:00,0.042170804,0.004018459,12.935,77.585
12.935_77.615,2024-04-10 17:00:00+00:00,0.11583513,0.0065202042,12.935,77.615
12.935_77.69,2024-04-10 17:00:00+00:00,0.069360904,0.0030614603,12.935,77.69
12.93_77.58,2024-04-10 17:00:00+00:00,0.038746547,0.0010218809,12.93,77.58
12.93_77.585,2024-04-10 17:00:00+00:00,0.02369083,0.0011207531,12.93,77.585
12.93_77.68,2024-04-10 17:00:00+00:00,0.025773551,0.0021103837,12.93,77.68
12.93_77.685,2024-04-10 17:00:00+00:00,0.046522632,0.0011592661,12.93,77.685
12.93_77.69,2024-04-10 17:00:00+00:00,0.012384033,0.001034013,12.93,77.69
12.945_77.57,2024-04-10 17:00:00+00:00,0.042124968,0.0026347372,12.945,77.57
12.945_77.595,2024-04-10 17:00:00+00:00,0.036640372,0.0020610117,12.945,77.595
12.945_77.7,2024-04-10 17:00:00+00:00,0.011520996,0.0010774636,12.945,77.7
12.94_77.585,2024-04-10 17:00:00+00:00,0.07144973,0.0017427356,12.94,77.585
12.94_77.695,2024-04-10 17:00:00+00:00,0.03213737,0.002575951,12.94,77.695
12.94_77.7,2024-04-10 17:00:00+00:00,0.014014502,0.0013019206,12.94,77.7
12.955_77.545,2024-04-10 17:00:00+00:00,0.07069158,0.0029728226,12.955,77.545
12.955_77.585,2024-04-10 17:00:00+00:00,0.015510057,0.0008169475,12.955,77.585
12.955_77.7,2024-04-10 17:00:00+00:00,0.017628593,0.0015233989,12.955,77.7
12.95_77.54,2024-04-10 17:00:00+00:00,0.021389592,0.0019661917,12.95,77.54
12.95_77.7,2024-04-10 17:00:00+00:00,0.05417211,0.0015683322,12.95,77.7
12.965_77.535,2024-04-10 17:00:00+00:00,0.013068413,0.0008407575,12.965,77.535
12.965_77.54,2024-04-10 17:00:00+00:00,0.03574348,0.001994892,12.965,77.54
12.965_77.555,2024-04-10 17:00:00+00:00,0.031993385,0.0017451637,12.965,77.555
12.965_77.575,2024-04-10 17:00:00+00:00,0.13294253,0.004852126,12.965,77.575
12.965_77.58,2024-04-10 17:00:00+00:00,0.07168749,0.0035664076,12.965,77.58
12.965_77.585,2024-04-10 17:00:00+00:00,0.059726935,0.00367606,12.965,77.585
12.965_77.64,2024-04-10 17:00:00+00:00,0.012190776,0.00080393424,12.965,77.64
12.965_77.715,2024-04-10 17:00:00+00:00,0.00802747,0.00075543264,12.965,77.715
12.965_77.72,2024-04-10 17:00:00+00:00,0.031628884,0.0022494134,12.965,77.72
12.96_77.51,2024-04-10 17:00:00+00:00,0.024164697,0.0020622204,12.96,77.51
12.96_77.53,2024-04-10 17:00:00+00:00,0.018001286,0.0008639074,12.96,77.53
12.96_77.575,2024-04-10 17:00:00+00:00,0.05202954,0.0029862383,12.96,77.575
12.96_77.58,2024-04-10 17:00:00+00:00,0.037498217,0.0021624197,12.96,77.58
12.96_77.585,2024-04-10 17:00:00+00:00,0.013900686,0.0011261136,12.96,77.585
12.96_77.595,2024-04-10 17:00:00+00:00,0.009538513,0.0010030766,12.96,77.595
12.96_77.6,2024-04-10 17:00:00+00:00,0.022234762,0.0020389492,12.96,77.6
12.96_77.645,2024-04-10 17:00:00+00:00,0.010567515,0.00084946863,12.96,77.645
12.96_77.65,2024-04-10 17:00:00+00:00,0.023383653,0.0019706404,12.96,77.65
12.96_77.7,2024-04-10 17:00:00+00:00,0.011319594,0.0009302128,12.96,77.7
12.96_77.715,2024-04-10 17:00:00+00:00,0.02178347,0.0017643974,12.96,77.715
12.975_77.54,2024-04-10 17:00:00+00:00,0.009005482,0.0007944052,12.975,77.54
12.975_77.545,2024-04-10 17:00:00+00:00,0.058546245,0.0036385288,12.975,77.545
12.975_77.55,2024-04-10 17:00:00+00:00,0.04236972,0.0025573776,12.975,77.55
12.975_77.56,2024-04-10 17:00:00+00:00,0.05158716,0.0032784317,12.975,77.56
12.975_77.57,2024-04-10 17:00:00+00:00,0.052756555,0.0028255978,12.975,77.57
12.975_77.575,2024-04-10 17:00:00+00:00,0.09554023,0.0044085914,12.975,77.575
12.975_77.58,2024-04-10 17:00:00+00:00,0.06984837,0.0038744854,12.975,77.58
12.975_77.59,2024-04-10 17:00:00+00:00,0.012292684,0.001075987,12.975,77.59
12.975_77.61,2024-04-10 17:00:00+00:00,0.026282351,0.002370926,12.975,77.61
12.975_77.615,2024-04-10 17:00:00+00:00,0.014085922,0.00095527625,12.975,77.615
12.975_77.62,2024-04-10 17:00:00+00:00,0.03050557,0.0017397519,12.975,77.62
12.975_77.625,2024-04-10 17:00:00+00:00,0.022560837,0.0018837703,12.975,77.625
12.97_77.535,2024-04-10 17:00:00+00:00,0.021465003,0.00095865846,12.97,77.535
12.97_77.545,2024-04-10 17:00:00+00:00,0.008623631,0.0007992264,12.97,77.545
12.97_77.575,2024-04-10 17:00:00+00:00,0.049439397,0.0031481574,12.97,77.575
12.97_77.58,2024-04-10 17:00:00+00:00,0.020945866,0.0012685964,12.97,77.58
12.97_77.59,2024-04-10 17:00:00+00:00,0.020663884,0.0018966385,12.97,77.59
12.97_77.595,2024-04-10 17:00:00+00:00,0.028158687,0.0023358425,12.97,77.595
12.97_77.6,2024-04-10 17:00:00+00:00,0.017924026,0.0010715419,12.97,77.6
12.97_77.605,2024-04-10 17:00:00+00:00,0.022242397,0.001969581,12.97,77.605
12.97_77.62,2024-04-10 17:00:00+00:00,0.02037897,0.0016978541,12.97,77.62
12.97_77.64,2024-04-10 17:00:00+00:00,0.021922462,0.001822509,12.97,77.64
12.97_77.645,2024-04-10 17:00:00+00:00,0.014767084,0.0009708696,12.97,77.645
12.97_77.66,2024-04-10 17:00:00+00:00,0.012867698,0.0009149401,12.97,77.66
12.97_77.71,2024-04-10 17:00:00+00:00,0.017442187,0.0015993173,12.97,77.71
12.985_77.55,2024-04-10 17:00:00+00:00,0.016755039,0.000846154,12.985,77.55
12.985_77.555,2024-04-10 17:00:00+00:00,0.045294844,0.001740151,12.985,77.555
12.985_77.575,2024-04-10 17:00:00+00:00,0.02037885,0.0019173997,12.985,77.575
12.985_77.58,2024-04-10 17:00:00+00:00,0.012338688,0.00093605847,12.985,77.58
12.985_77.6,2024-04-10 17:00:00+00:00,0.013687153,0.00084662496,12.985,77.6
12.985_77.605,2024-04-10 17:00:00+00:00,0.08165595,0.004012084,12.985,77.605
12.985_77.61,2024-04-10 17:00:00+00:00,0.04793984,0.0030920634,12.985,77.61
12.98_77.555,2024-04-10 17:00:00+00:00,0.019645138,0.001683134,12.98,77.555
12.98_77.56,2024-04-10 17:00:00+00:00,0.017147627,0.0015651912,12.98,77.56
12.98_77.575,2024-04-10 17:00:00+00:00,0.1459501,0.008521687,12.98,77.575
12.98_77.58,2024-04-10 17:00:00+00:00,0.09111448,0.003721776,12.98,77.58
12.98_77.6,2024-04-10 17:00:00+00:00,0.04869121,0.0030126541,12.98,77.6
12.98_77.605,2024-04-10 17:00:00+00:00,0.07020863,0.0035270283,12.98,77.605
12.98_77.61,2024-04-10 17:00:00+00:00,0.1144746,0.003297095,12.98,77.61
12.98_77.615,2024-04-10 17:00:00+00:00,0.012665656,0.00079366524,12.98,77.615
12.98_77.64,2024-04-10 17:00:00+00:00,0.0124036055,0.0011604903,12.98,77.64
12.98_77.695,2024-04-10 17:00:00+00:00,0.012148141,0.0009924425,12.98,77.695
12.995_77.55,2024-04-10 17:00:00+00:00,0.04486814,0.001177869,12.995,77.55
12.995_77.555,2024-04-10 17:00:00+00:00,0.06505516,0.0014221687,12.995,77.555
12.995_77.565,2024-04-10 17:00:00+00:00,0.028306581,0.002170177,12.995,77.565
12.995_77.57,2024-04-10 17:00:00+00:00,0.03689337,0.001262544,12.995,77.57
12.995_77.59,2024-04-10 17:00:00+00:00,0.009689246,0.00075323944,12.995,77.59
12.995_77.61,2024-04-10 17:00:00+00:00,0.0136515135,0.0012435948,12.995,77.61
12.995_77.615,2024-04-10 17:00:00+00:00,0.010809546,0.00082917983,12.995,77.615
12.995_77.66,2024-04-10 17:00:00+00:00,0.025718963,0.0022103735,12.995,77.66
12.995_77.665,2024-04-10 17:00:00+00:00,0.053971753,0.0045534135,12.995,77.665
12.995_77.67,2024-04-10 17:00:00+00:00,0.06586771,0.0040551485,12.995,77.67
12.995_77.695,2024-04-10 17:00:00+00:00,0.040304698,0.0022255755,12.995,77.695
12.99_77.54,2024-04-10 17:00:00+00:00,0.013181963,0.00086665497,12.99,77.54
12.99_77.55,2024-04-10 17:00:00+00:00,0.017719027,0.0011122206,12.99,77.55
12.99_77.555,2024-04-10 17:00:00+00:00,0.080216296,0.0015983583,12.99,77.555
12.99_77.57,2024-04-10 17:00:00+00:00,0.016234333,0.0013076968,12.99,77.57
12.99_77.575,2024-04-10 17:00:00+00:00,0.015856348,0.0010635605,12.99,77.575
12.99_77.59,2024-04-10 17:00:00+00:00,0.021241892,0.0012386993,12.99,77.59
12.99_77.6,2024-04-10 17:00:00+00:00,0.013967377,0.0011508004,12.99,77.6
12.9_77.675,2024-04-10 17:00:00+00:00,0.025346749,0.0021716303,12.9,77.675
13.005_77.55,2024-04-10 17:00:00+00:00,0.023530724,0.0010620827,13.005,77.55
13.005_77.57,2024-04-10 17:00:00+00:00,0.03801363,0.002249847,13.005,77.57
13.005_77.685,2024-04-10 17:00:00+00:00,0.016797194,0.0011206223,13.005,77.685
13.015_77.555,2024-04-10 17:00:00+00:00,0.047725044,0.0012610723,13.015,77.555
13.01_77.55,2024-04-10 17:00:00+00:00,0.048349466,0.002736113,13.01,77.55
13.01_77.555,2024-04-10 17:00:00+00:00,0.52241844,0.03339585,13.01,77.555
13.01_77.57,2024-04-10 17:00:00+00:00,0.04320754,0.001153482,13.01,77.57
13.01_77.695,2024-04-10 17:00:00+00:00,0.1391288,0.007663554,13.01,77.695
13.025_77.585,2024-04-10 17:00:00+00:00,0.059936747,0.0014977405,13.025,77.585
13.02_77.53,2024-04-10 17:00:00+00:00,0.020042695,0.0008859902,13.02,77.53
13.035_77.59,2024-04-10 17:00:00+00:00,0.03737236,0.0024277868,13.035,77.59
13.035_77.625,2024-04-10 17:00:00+00:00,0.013189055,0.0011678933,13.035,77.625
13.03_77.535,2024-04-10 17:00:00+00:00,0.027524637,0.002558519,13.03,77.535
13.03_77.54,2024-04-10 17:00:00+00:00,0.03664289,0.003223333,13.03,77.54
13.03_77.575,2024-04-10 17:00:00+00:00,0.010227934,0.0008194608,13.03,77.575
13.045_77.575,2024-04-10 17:00:00+00:00,0.030130032,0.0022730993,13.045,77.575
13.05_77.575,2024-04-10 17:00:00+00:00,0.038196493,0.0015329447,13.05,77.575
13.05_77.595,2024-04-10 17:00:00+00:00,0.020367429,0.0016559456,13.05,77.595
13.065_77.59,2024-04-10 17:00:00+00:00,0.014032812,0.001202477,13.065,77.59
13.07_77.585,2024-04-10 17:00:00+00:00,0.038708948,0.0020154621,13.07,77.585
13.07_77.59,2024-04-10 17:00:00+00:00,0.059930697,0.003286308,13.07,77.59
13.095_77.595,2024-04-10 17:00:00+00:00,0.009938936,0.0009104815,13.095,77.595
13.095_77.6,2024-04-10 17:00:00+00:00,0.015429519,0.0013313245,13.095,77.6
13.0_77.54,2024-04-10 17:00:00+00:00,0.011873398,0.0007456022,13.0,77.54
13.0_77.55,2024-04-10 17:00:00+00:00,0.10830034,0.0061233295,13.0,77.55
