zone_id,hour_bucket,predicted_EIS,p_occur,zone_lat,zone_lon
12.84_77.645,2024-04-09 18:00:00+00:00,0.013683193,0.0003829596,12.84,77.645
12.875_77.595,2024-04-09 18:00:00+00:00,0.006075298,0.00044156806,12.875,77.595
12.87_77.655,2024-04-09 18:00:00+00:00,0.0055950494,0.00038531263,12.87,77.655
12.885_77.64,2024-04-09 18:00:00+00:00,0.0079677,0.00048114336,12.885,77.64
12.895_77.635,2024-04-09 18:00:00+00:00,0.007623856,0.000553156,12.895,77.635
12.89_77.64,2024-04-09 18:00:00+00:00,0.0077929683,0.00051454495,12.89,77.64
12.905_77.63,2024-04-09 18:00:00+00:00,0.008243935,0.00042708695,12.905,77.63
12.915_77.575,2024-04-09 18:00:00+00:00,0.0051465095,0.00038207532,12.915,77.575
12.915_77.605,2024-04-09 18:00:00+00:00,0.0046905153,0.00035083754,12.915,77.605
12.915_77.635,2024-04-09 18:00:00+00:00,0.0068042395,0.0005602679,12.915,77.635
12.91_77.6,2024-04-09 18:00:00+00:00,0.005709398,0.00040117782,12.91,77.6
12.91_77.635,2024-04-09 18:00:00+00:00,0.0073392456,0.00054478884,12.91,77.635
12.91_77.64,2024-04-09 18:00:00+00:00,0.0064396346,0.00045248878,12.91,77.64
12.925_77.585,2024-04-09 18:00:00+00:00,0.008316541,0.00037458006,12.925,77.585
12.925_77.62,2024-04-09 18:00:00+00:00,0.007680285,0.00042922582,12.925,77.62
12.925_77.675,2024-04-09 18:00:00+00:00,0.008460716,0.00045332636,12.925,77.675
12.925_77.68,2024-04-09 18:00:00+00:00,0.011593559,0.0004890407,12.925,77.68
12.935_77.585,2024-04-09 18:00:00+00:00,0.008755608,0.0006720662,12.935,77.585
12.935_77.615,2024-04-09 18:00:00+00:00,0.25806627,0.012572262,12.935,77.615
12.935_77.69,2024-04-09 18:00:00+00:00,0.037122466,0.0010967123,12.935,77.69
12.93_77.58,2024-04-09 18:00:00+00:00,0.0129048545,0.00035352522,12.93,77.58
12.93_77.585,2024-04-09 18:00:00+00:00,0.012753437,0.00049122435,12.93,77.585
12.93_77.68,2024-04-09 18:00:00+00:00,0.007966355,0.00048106216,12.93,77.68
12.93_77.685,2024-04-09 18:00:00+00:00,0.012893451,0.00035652204,12.93,77.685
12.93_77.69,2024-04-09 18:00:00+00:00,0.0062734913,0.00045054618,12.93,77.69
12.945_77.57,2024-04-09 18:00:00+00:00,0.022755042,0.0012756857,12.945,77.57
12.945_77.595,2024-04-09 18:00:00+00:00,0.012357161,0.0005085262,12.945,77.595
12.945_77.7,2024-04-09 18:00:00+00:00,0.004294607,0.0003266842,12.945,77.7
12.94_77.585,2024-04-09 18:00:00+00:00,0.014666154,0.00037892317,12.94,77.585
12.94_77.695,2024-04-09 18:00:00+00:00,0.034910925,0.001500302,12.94,77.695
12.94_77.7,2024-04-09 18:00:00+00:00,0.005162392,0.0003907761,12.94,77.7
12.955_77.545,2024-04-09 18:00:00+00:00,0.016372215,0.00071707787,12.955,77.545
12.955_77.585,2024-04-09 18:00:00+00:00,0.008272607,0.0004113933,12.955,77.585
12.955_77.7,2024-04-09 18:00:00+00:00,0.010400498,0.0007568183,12.955,77.7
12.95_77.54,2024-04-09 18:00:00+00:00,0.0072310218,0.00054177735,12.95,77.54
12.95_77.7,2024-04-09 18:00:00+00:00,0.016448656,0.00048318467,12.95,77.7
12.965_77.535,2024-04-09 18:00:00+00:00,0.005077385,0.00027789237,12.965,77.535
12.965_77.54,2024-04-09 18:00:00+00:00,0.034446083,0.001456264,12.965,77.54
12.965_77.555,2024-04-09 18:00:00+00:00,0.011733282,0.00064301485,12.965,77.555
12.965_77.575,2024-04-09 18:00:00+00:00,0.16485673,0.0042655906,12.965,77.575
12.965_77.58,2024-04-09 18:00:00+00:00,0.0348054,0.0011477509,12.965,77.58
12.965_77.585,2024-04-09 18:00:00+00:00,0.02941179,0.0011663352,12.965,77.585
12.965_77.64,2024-04-09 18:00:00+00:00,0.007938106,0.0004294888,12.965,77.64
12.965_77.715,2024-04-09 18:00:00+00:00,0.0043746633,0.00033446282,12.965,77.715
12.965_77.72,2024-04-09 18:00:00+00:00,0.011850091,0.0006401803,12.965,77.72
12.96_77.51,2024-04-09 18:00:00+00:00,0.006647935,0.0004934888,12.96,77.51
12.96_77.53,2024-04-09 18:00:00+00:00,0.006865197,0.00029086048,12.96,77.53
12.96_77.575,2024-04-09 18:00:00+00:00,0.028155828,0.0013530428,12.96,77.575
12.96_77.58,2024-04-09 18:00:00+00:00,0.025361797,0.0012281706,12.96,77.58
12.96_77.585,2024-04-09 18:00:00+00:00,0.007943238,0.00046030525,12.96,77.585
12.96_77.595,2024-04-09 18:00:00+00:00,0.003426091,0.00028194452,12.96,77.595
12.96_77.6,2024-04-09 18:00:00+00:00,0.0056223273,0.00042041845,12.96,77.6
12.96_77.645,2024-04-09 18:00:00+00:00,0.0065805186,0.00042486048,12.96,77.645
12.96_77.65,2024-04-09 18:00:00+00:00,0.008945947,0.00060229155,12.96,77.65
12.96_77.7,2024-04-09 18:00:00+00:00,0.007732761,0.0005235835,12.96,77.7
12.96_77.715,2024-04-09 18:00:00+00:00,0.0061554066,0.00043549458,12.96,77.715
12.975_77.54,2024-04-09 18:00:00+00:00,0.0058162156,0.0004278339,12.975,77.54
12.975_77.545,2024-04-09 18:00:00+00:00,0.028863568,0.0011543977,12.975,77.545
12.975_77.55,2024-04-09 18:00:00+00:00,0.027196301,0.001284488,12.975,77.55
12.975_77.56,2024-04-09 18:00:00+00:00,0.046195842,0.0020543116,12.975,77.56
12.975_77.57,2024-04-09 18:00:00+00:00,0.020271849,0.0010235992,12.975,77.57
12.975_77.575,2024-04-09 18:00:00+00:00,0.10834475,0.00243632,12.975,77.575
12.975_77.58,2024-04-09 18:00:00+00:00,0.09870695,0.0022561229,12.975,77.58
12.975_77.59,2024-04-09 18:00:00+00:00,0.0063048047,0.0004539263,12.975,77.59
12.975_77.61,2024-04-09 18:00:00+00:00,0.008832388,0.0006591194,12.975,77.61
12.975_77.615,2024-04-09 18:00:00+00:00,0.0070032445,0.0003816967,12.975,77.615
12.975_77.62,2024-04-09 18:00:00+00:00,0.012151015,0.0006579354,12.975,77.62
12.975_77.625,2024-04-09 18:00:00+00:00,0.0074525503,0.000540398,12.975,77.625
12.97_77.535,2024-04-09 18:00:00+00:00,0.0101480335,0.0003852724,12.97,77.535
12.97_77.545,2024-04-09 18:00:00+00:00,0.004854722,0.0003665789,12.97,77.545
12.97_77.575,2024-04-09 18:00:00+00:00,0.031272907,0.0012455093,12.97,77.575
12.97_77.58,2024-04-09 18:00:00+00:00,0.010762792,0.00053408724,12.97,77.58
12.97_77.59,2024-04-09 18:00:00+00:00,0.00869153,0.0006497926,12.97,77.59
12.97_77.595,2024-04-09 18:00:00+00:00,0.0061904513,0.00044583678,12.97,77.595
12.97_77.6,2024-04-09 18:00:00+00:00,0.010203825,0.00046872647,12.97,77.6
12.97_77.605,2024-04-09 18:00:00+00:00,0.009501409,0.0006942009,12.97,77.605
12.97_77.62,2024-04-09 18:00:00+00:00,0.006958473,0.00049649196,12.97,77.62
12.97_77.64,2024-04-09 18:00:00+00:00,0.013404601,0.0009532742,12.97,77.64
12.97_77.645,2024-04-09 18:00:00+00:00,0.006646015,0.00036553666,12.97,77.645
12.97_77.66,2024-04-09 18:00:00+00:00,0.008129547,0.00042620057,12.97,77.66
12.97_77.71,2024-04-09 18:00:00+00:00,0.005024978,0.00038140386,12.97,77.71
12.985_77.55,2024-04-09 18:00:00+00:00,0.010047079,0.0004026161,12.985,77.55
12.985_77.555,2024-04-09 18:00:00+00:00,0.01440672,0.0005596053,12.985,77.555
12.985_77.575,2024-04-09 18:00:00+00:00,0.005982205,0.00045386207,12.985,77.575
12.985_77.58,2024-04-09 18:00:00+00:00,0.008549917,0.00046998163,12.985,77.58
12.985_77.6,2024-04-09 18:00:00+00:00,0.006374567,0.00033308277,12.985,77.6
12.985_77.605,2024-04-09 18:00:00+00:00,0.040768694,0.0012761647,12.985,77.605
12.985_77.61,2024-04-09 18:00:00+00:00,0.029990677,0.0012090777,12.985,77.61
12.98_77.555,2024-04-09 18:00:00+00:00,0.0062641636,0.000424789,12.98,77.555
12.98_77.56,2024-04-09 18:00:00+00:00,0.0064741927,0.00049118855,12.98,77.56
12.98_77.575,2024-04-09 18:00:00+00:00,0.10345775,0.0025910435,12.98,77.575
12.98_77.58,2024-04-09 18:00:00+00:00,0.03733096,0.0011237694,12.98,77.58
12.98_77.6,2024-04-09 18:00:00+00:00,0.028842306,0.0013829186,12.98,77.6
12.98_77.605,2024-04-09 18:00:00+00:00,0.037876867,0.0012419636,12.98,77.605
12.98_77.61,2024-04-09 18:00:00+00:00,0.09561908,0.0020307773,12.98,77.61
12.98_77.615,2024-04-09 18:00:00+00:00,0.0072789514,0.0004213507,12.98,77.615
12.98_77.64,2024-04-09 18:00:00+00:00,0.005859108,0.00044648303,12.98,77.64
12.98_77.695,2024-04-09 18:00:00+00:00,0.0070361947,0.0004623803,12.98,77.695
12.995_77.55,2024-04-09 18:00:00+00:00,0.009498216,0.0003836389,12.995,77.55
12.995_77.555,2024-04-09 18:00:00+00:00,0.016967395,0.0004025938,12.995,77.555
12.995_77.565,2024-04-09 18:00:00+00:00,0.0063154697,0.00042539503,12.995,77.565
12.995_77.57,2024-04-09 18:00:00+00:00,0.012840357,0.0003550539,12.995,77.57
12.995_77.59,2024-04-09 18:00:00+00:00,0.005915066,0.00038519548,12.995,77.59
12.995_77.61,2024-04-09 18:00:00+00:00,0.0050088386,0.000373459,12.995,77.61
12.995_77.615,2024-04-09 18:00:00+00:00,0.007520843,0.0005123902,12.995,77.615
12.995_77.66,2024-04-09 18:00:00+00:00,0.007804483,0.0005869676,12.995,77.66
12.995_77.665,2024-04-09 18:00:00+00:00,0.0071358443,0.0005002555,12.995,77.665
12.995_77.67,2024-04-09 18:00:00+00:00,0.02599879,0.0012336053,12.995,77.67
12.995_77.695,2024-04-09 18:00:00+00:00,0.030070687,0.0014881528,12.995,77.695
12.99_77.54,2024-04-09 18:00:00+00:00,0.006646015,0.00036553666,12.99,77.54
12.99_77.55,2024-04-09 18:00:00+00:00,0.007483249,0.00041286877,12.99,77.55
12.99_77.555,2024-04-09 18:00:00+00:00,0.02619173,0.00054953864,12.99,77.555
12.99_77.57,2024-04-09 18:00:00+00:00,0.008439554,0.00050789525,12.99,77.57
12.99_77.575,2024-04-09 18:00:00+00:00,0.007715682,0.0004118985,12.99,77.575
12.99_77.59,2024-04-09 18:00:00+00:00,0.009666985,0.00042651818,12.99,77.59
12.99_77.6,2024-04-09 18:00:00+00:00,0.010086132,0.0005444947,12.99,77.6
12.9_77.675,2024-04-09 18:00:00+00:00,0.007509151,0.0005332019,12.9,77.675
13.005_77.55,2024-04-09 18:00:00+00:00,0.010507632,0.0004414496,13.005,77.55
13.005_77.57,2024-04-09 18:00:00+00:00,0.020763995,0.0010494685,13.005,77.57
13.005_77.685,2024-04-09 18:00:00+00:00,0.0076649287,0.00040696203,13.005,77.685
13.015_77.555,2024-04-09 18:00:00+00:00,0.0117501225,0.00050426816,13.015,77.555
13.01_77.55,2024-04-09 18:00:00+00:00,0.029855084,0.0011446521,13.01,77.55
13.01_77.555,2024-04-09 18:00:00+00:00,2.9724197,0.08197092,13.01,77.555
13.01_77.57,2024-04-09 18:00:00+00:00,0.013961891,0.0004018513,13.01,77.57
13.01_77.695,2024-04-09 18:00:00+00:00,0.182256,0.0064355223,13.01,77.695
13.025_77.585,2024-04-09 18:00:00+00:00,0.014167956,0.0003800807,13.025,77.585
13.02_77.53,2024-04-09 18:00:00+00:00,0.009397523,0.00037744682,13.02,77.53
13.035_77.59,2024-04-09 18:00:00+00:00,0.03187158,0.0015471634,13.035,77.59
13.035_77.625,2024-04-09 18:00:00+00:00,0.0047913943,0.00034303844,13.035,77.625
13.03_77.535,2024-04-09 18:00:00+00:00,0.007344527,0.0005470607,13.03,77.535
13.03_77.54,2024-04-09 18:00:00+00:00,0.008130433,0.0005901536,13.03,77.54
13.03_77.575,2024-04-09 18:00:00+00:00,0.008496636,0.0005727529,13.03,77.575
13.045_77.575,2024-04-09 18:00:00+00:00,0.012741355,0.0005483705,13.045,77.575
13.05_77.575,2024-04-09 18:00:00+00:00,0.008353206,0.0004072343,13.05,77.575
13.05_77.595,2024-04-09 18:00:00+00:00,0.008515484,0.00058414857,13.05,77.595
13.065_77.59,2024-04-09 18:00:00+00:00,0.0053009647,0.00038555512,13.065,77.59
13.07_77.585,2024-04-09 18:00:00+00:00,0.008643025,0.00039133138,13.07,77.585
13.07_77.59,2024-04-09 18:00:00+00:00,0.03287809,0.00096658303,13.07,77.59
13.095_77.595,2024-04-09 18:00:00+00:00,0.0047552586,0.00035568012,13.095,77.595
13.095_77.6,2024-04-09 18:00:00+00:00,0.0054320456,0.0004048225,13.095,77.6
13.0_77.54,2024-04-09 18:00:00+00:00,0.0070706685,0.00040251767,13.0,77.54
13.0_77.55,2024-04-09 18:00:00+00:00,0.06460377,0.0020181302,13.0,77.55
13.0_77.555,2024-04-09 18:00:00+00:00,0.017528344,0.00042287554,13.0,77.555
13.0_77.57,2024-04-09 18:00:00+00:00,0.025436562,0.0012198049,13.0,77.57
13.0_77.61,2024-04-09 18:00:00+00:00,0.0076065385,0.0005401171,13.0,77.61
13.0_77.675,2024-04-09 18:00:00+00:00,0.041111425,0.0017705103,13.0,77.675
13.0_77.68,2024-04-09 18:00:00+00:00,0.007623508,0.0004408768,13.0,77.68
13.185_77.68,2024-04-09 18:00:00+00:00,0.04211171,0.0016022834,13.185,77.68
13.19_77.645,2024-04-09 18:00:00+00:00,0.007257254,0.00040061606,13.19,77.645
13.19_77.68,2024-04-09 18:00:00+00:00,0.0056475718,0.00042865973,13.19,77.68
12.84_77.645,2024-04-09 19:00:00+00:00,0.006357127,0.00016738646,12.84,77.645
12.875_77.595,2024-04-09 19:00:00+00:00,0.0023933523,0.00016531463,12.875,77.595
12.87_77.655,2024-04-09 19:00:00+00:00,0.0021135733,0.0001415051,12.87,77.655
12.885_77.64,2024-04-09 19:00:00+00:00,0.002776948,0.000177256,12.885,77.64
12.895_77.635,2024-04-09 19:00:00+00:00,0.0024552073,0.0001681455,12.895,77.635
12.89_77.64,2024-04-09 19:00:00+00:00,0.0029155626,0.00018825459,12.89,77.64
12.905_77.63,2024-04-09 19:00:00+00:00,0.0034407643,0.00020722172,12.905,77.63
12.915_77.575,2024-04-09 19:00:00+00:00,0.00201292,0.00014386314,12.915,77.575
12.915_77.605,2024-04-09 19:00:00+00:00,0.0020496072,0.000145815,12.915,77.605
12.915_77.635,2024-04-09 19:00:00+00:00,0.0026968096,0.00021100513,12.915,77.635
12.91_77.6,2024-04-09 19:00:00+00:00,0.002182544,0.00014943062,12.91,77.6
12.91_77.635,2024-04-09 19:00:00+00:00,0.0026231115,0.00018760609,12.91,77.635
12.91_77.64,2024-04-09 19:00:00+00:00,0.0024116514,0.00016511675,12.91,77.64
12.925_77.585,2024-04-09 19:00:00+00:00,0.0030573262,0.00014514846,12.925,77.585
12.925_77.62,2024-04-09 19:00:00+00:00,0.0022455093,0.00014709518,12.925,77.62
12.925_77.675,2024-04-09 19:00:00+00:00,0.0030336557,0.00018086917,12.925,77.675
12.925_77.68,2024-04-09 19:00:00+00:00,0.003472795,0.00016414115,12.925,77.68
12.935_77.585,2024-04-09 19:00:00+00:00,0.0033121787,0.00023374459,12.935,77.585
12.935_77.615,2024-04-09 19:00:00+00:00,1.0608318,0.036654998,12.935,77.615
12.935_77.69,2024-04-09 19:00:00+00:00,0.019872727,0.0007093867,12.935,77.69
12.93_77.58,2024-04-09 19:00:00+00:00,0.0058416952,0.00015473076,12.93,77.58
12.93_77.585,2024-04-09 19:00:00+00:00,0.004057187,0.0001913981,12.93,77.585
12.93_77.68,2024-04-09 19:00:00+00:00,0.0027016609,0.00017245034,12.93,77.68
12.93_77.685,2024-04-09 19:00:00+00:00,0.005905693,0.00015582924,12.93,77.685
12.93_77.69,2024-04-09 19:00:00+00:00,0.0021646458,0.00015437044,12.93,77.69
12.945_77.57,2024-04-09 19:00:00+00:00,0.013137129,0.00082238717,12.945,77.57
12.945_77.595,2024-04-09 19:00:00+00:00,0.0039591617,0.00017660127,12.945,77.595
12.945_77.7,2024-04-09 19:00:00+00:00,0.002034502,0.00013697482,12.945,77.7
12.94_77.585,2024-04-09 19:00:00+00:00,0.006993607,0.00016819907,12.94,77.585
12.94_77.695,2024-04-09 19:00:00+00:00,0.016082687,0.0008574585,12.94,77.695
12.94_77.7,2024-04-09 19:00:00+00:00,0.002261703,0.00016463711,12.94,77.7
12.955_77.545,2024-04-09 19:00:00+00:00,0.0053596515,0.00027863253,12.955,77.545
12.955_77.585,2024-04-09 19:00:00+00:00,0.002552968,0.00015152071,12.955,77.585
12.955_77.7,2024-04-09 19:00:00+00:00,0.003946647,0.00027757356,12.955,77.7
12.95_77.54,2024-04-09 19:00:00+00:00,0.0026667756,0.00019180696,12.95,77.54
12.95_77.7,2024-04-09 19:00:00+00:00,0.006443174,0.00020002073,12.95,77.7
12.965_77.535,2024-04-09 19:00:00+00:00,0.0020801176,0.00012873874,12.965,77.535
12.965_77.54,2024-04-09 19:00:00+00:00,0.014183019,0.0007330386,12.965,77.54
12.965_77.555,2024-04-09 19:00:00+00:00,0.0036951853,0.00022167916,12.965,77.555
12.965_77.575,2024-04-09 19:00:00+00:00,0.20058234,0.0057214107,12.965,77.575
12.965_77.58,2024-04-09 19:00:00+00:00,0.017603831,0.00073631626,12.965,77.58
12.965_77.585,2024-04-09 19:00:00+00:00,0.015896467,0.0007504985,12.965,77.585
12.965_77.64,2024-04-09 19:00:00+00:00,0.0027436789,0.000166891,12.965,77.64
12.965_77.715,2024-04-09 19:00:00+00:00,0.0019157534,0.00013629225,12.965,77.715
12.965_77.72,2024-04-09 19:00:00+00:00,0.00788364,0.00047879267,12.965,77.72
12.96_77.51,2024-04-09 19:00:00+00:00,0.00230117,0.00016557334,12.96,77.51
12.96_77.53,2024-04-09 19:00:00+00:00,0.0022556284,0.00012999872,12.96,77.53
12.96_77.575,2024-04-09 19:00:00+00:00,0.014170834,0.00077150384,12.96,77.575
12.96_77.58,2024-04-09 19:00:00+00:00,0.012818689,0.0007039909,12.96,77.58
12.96_77.585,2024-04-09 19:00:00+00:00,0.002817939,0.00018138938,12.96,77.585
12.96_77.595,2024-04-09 19:00:00+00:00,0.0014648115,0.000110662026,12.96,77.595
12.96_77.6,2024-04-09 19:00:00+00:00,0.0021298279,0.00015289774,12.96,77.6
12.96_77.645,2024-04-09 19:00:00+00:00,0.0024957298,0.00015967271,12.96,77.645
12.96_77.65,2024-04-09 19:00:00+00:00,0.0034355696,0.00022561867,12.96,77.65
12.96_77.7,2024-04-09 19:00:00+00:00,0.0026366636,0.00017535272,12.96,77.7
12.96_77.715,2024-04-09 19:00:00+00:00,0.0023138756,0.00015915908,12.96,77.715
12.975_77.54,2024-04-09 19:00:00+00:00,0.002297125,0.00016381813,12.975,77.54
12.975_77.545,2024-04-09 19:00:00+00:00,0.015507878,0.00072181865,12.975,77.545
12.975_77.55,2024-04-09 19:00:00+00:00,0.014901427,0.0007806951,12.975,77.55
12.975_77.56,2024-04-09 19:00:00+00:00,0.01984218,0.0011147881,12.975,77.56
12.975_77.57,2024-04-09 19:00:00+00:00,0.010162489,0.0005353693,12.975,77.57
12.975_77.575,2024-04-09 19:00:00+00:00,0.08994264,0.0016474286,12.975,77.575
12.975_77.58,2024-04-09 19:00:00+00:00,0.07477163,0.0015056847,12.975,77.58
12.975_77.59,2024-04-09 19:00:00+00:00,0.0021570716,0.00014719016,12.975,77.59
12.975_77.61,2024-04-09 19:00:00+00:00,0.0025908463,0.0001862501,12.975,77.61
12.975_77.615,2024-04-09 19:00:00+00:00,0.0024124945,0.00015791255,12.975,77.615
12.975_77.62,2024-04-09 19:00:00+00:00,0.0038471418,0.00022682526,12.975,77.62
12.975_77.625,2024-04-09 19:00:00+00:00,0.0027209697,0.00019209101,12.975,77.625
12.97_77.535,2024-04-09 19:00:00+00:00,0.0033526558,0.00015296556,12.97,77.535
12.97_77.545,2024-04-09 19:00:00+00:00,0.0020678618,0.00014656511,12.97,77.545
12.97_77.575,2024-04-09 19:00:00+00:00,0.017105786,0.0008056755,12.97,77.575
12.97_77.58,2024-04-09 19:00:00+00:00,0.0032762745,0.00020435684,12.97,77.58
12.97_77.59,2024-04-09 19:00:00+00:00,0.0028036367,0.00020233441,12.97,77.59
12.97_77.595,2024-04-09 19:00:00+00:00,0.0023282238,0.0001629398,12.97,77.595
12.97_77.6,2024-04-09 19:00:00+00:00,0.0031369354,0.00017702748,12.97,77.6
12.97_77.605,2024-04-09 19:00:00+00:00,0.003019089,0.00021265505,12.97,77.605
12.97_77.62,2024-04-09 19:00:00+00:00,0.0027278303,0.0001812115,12.97,77.62
12.97_77.64,2024-04-09 19:00:00+00:00,0.003786335,0.00026253753,12.97,77.64
12.97_77.645,2024-04-09 19:00:00+00:00,0.002485212,0.00015398998,12.97,77.645
12.97_77.66,2024-04-09 19:00:00+00:00,0.0025822297,0.00016561267,12.97,77.66
12.97_77.71,2024-04-09 19:00:00+00:00,0.0020491718,0.00014775194,12.97,77.71
12.985_77.55,2024-04-09 19:00:00+00:00,0.0032756429,0.00015342087,12.985,77.55
12.985_77.555,2024-04-09 19:00:00+00:00,0.005030532,0.00022444183,12.985,77.555
12.985_77.575,2024-04-09 19:00:00+00:00,0.0022784688,0.00016678314,12.985,77.575
12.985_77.58,2024-04-09 19:00:00+00:00,0.0031312632,0.00020103253,12.985,77.58
12.985_77.6,2024-04-09 19:00:00+00:00,0.002163911,0.00013317076,12.985,77.6
12.985_77.605,2024-04-09 19:00:00+00:00,0.021058155,0.00081395,12.985,77.605
12.985_77.61,2024-04-09 19:00:00+00:00,0.015434832,0.00068669574,12.985,77.61
12.98_77.555,2024-04-09 19:00:00+00:00,0.0023862086,0.00015781095,12.98,77.555
12.98_77.56,2024-04-09 19:00:00+00:00,0.0023374858,0.00017110315,12.98,77.56
12.98_77.575,2024-04-09 19:00:00+00:00,0.06506495,0.0017281568,12.98,77.575
12.98_77.58,2024-04-09 19:00:00+00:00,0.018933738,0.00070311053,12.98,77.58
12.98_77.6,2024-04-09 19:00:00+00:00,0.012771352,0.0007360409,12.98,77.6
12.98_77.605,2024-04-09 19:00:00+00:00,0.020068549,0.0007979361,12.98,77.605
12.98_77.61,2024-04-09 19:00:00+00:00,0.052034035,0.0013291067,12.98,77.61
12.98_77.615,2024-04-09 19:00:00+00:00,0.0022015066,0.0001437917,12.98,77.615
12.98_77.64,2024-04-09 19:00:00+00:00,0.002440845,0.00017882051,12.98,77.64
12.98_77.695,2024-04-09 19:00:00+00:00,0.0028210208,0.00018280323,12.98,77.695
12.995_77.55,2024-04-09 19:00:00+00:00,0.0034154584,0.00014888775,12.995,77.55
12.995_77.555,2024-04-09 19:00:00+00:00,0.007864635,0.00017571541,12.995,77.555
12.995_77.565,2024-04-09 19:00:00+00:00,0.002525468,0.00015502982,12.995,77.565
12.995_77.57,2024-04-09 19:00:00+00:00,0.0059119244,0.00015599366,12.995,77.57
12.995_77.59,2024-04-09 19:00:00+00:00,0.002572134,0.00016618181,12.995,77.59
12.995_77.61,2024-04-09 19:00:00+00:00,0.002330799,0.00015956754,12.995,77.61
12.995_77.615,2024-04-09 19:00:00+00:00,0.0023917705,0.00016773782,12.995,77.615
12.995_77.66,2024-04-09 19:00:00+00:00,0.0029134303,0.00020896974,12.995,77.66
12.995_77.665,2024-04-09 19:00:00+00:00,0.002635809,0.00017939655,12.995,77.665
12.995_77.67,2024-04-09 19:00:00+00:00,0.015006127,0.0007589694,12.995,77.67
12.995_77.695,2024-04-09 19:00:00+00:00,0.014835739,0.00078512705,12.995,77.695
12.99_77.54,2024-04-09 19:00:00+00:00,0.002485212,0.00015398998,12.99,77.54
12.99_77.55,2024-04-09 19:00:00+00:00,0.00305438,0.00018047451,12.99,77.55
12.99_77.555,2024-04-09 19:00:00+00:00,0.011230887,0.00023402534,12.99,77.555
12.99_77.57,2024-04-09 19:00:00+00:00,0.0028394624,0.0001831969,12.99,77.57
12.99_77.575,2024-04-09 19:00:00+00:00,0.002659424,0.00017041036,12.99,77.575
12.99_77.59,2024-04-09 19:00:00+00:00,0.003101462,0.00017201087,12.99,77.59
12.99_77.6,2024-04-09 19:00:00+00:00,0.0032170692,0.00019226986,12.99,77.6
12.9_77.675,2024-04-09 19:00:00+00:00,0.0026570265,0.00018378475,12.9,77.675
13.005_77.55,2024-04-09 19:00:00+00:00,0.0037291606,0.0001682257,13.005,77.55
13.005_77.57,2024-04-09 19:00:00+00:00,0.009663497,0.00050448545,13.005,77.57
13.005_77.685,2024-04-09 19:00:00+00:00,0.0033396292,0.00021239831,13.005,77.685
13.015_77.555,2024-04-09 19:00:00+00:00,0.0043989522,0.0001978968,13.015,77.555
13.01_77.55,2024-04-09 19:00:00+00:00,0.022700606,0.00076592155,13.01,77.55
13.01_77.555,2024-04-09 19:00:00+00:00,0.3285549,0.008782288,13.01,77.555
13.01_77.57,2024-04-09 19:00:00+00:00,0.006398863,0.00017564622,13.01,77.57
13.01_77.695,2024-04-09 19:00:00+00:00,0.15019386,0.0063235178,13.01,77.695
13.025_77.585,2024-04-09 19:00:00+00:00,0.005702675,0.0001373236,13.025,77.585
13.02_77.53,2024-04-09 19:00:00+00:00,0.0033774807,0.00014856043,13.02,77.53
13.035_77.59,2024-04-09 19:00:00+00:00,0.013194122,0.00086699775,13.035,77.59
13.035_77.625,2024-04-09 19:00:00+00:00,0.0023777888,0.00014383352,13.035,77.625
13.03_77.535,2024-04-09 19:00:00+00:00,0.0026320987,0.00018824884,13.03,77.535
13.03_77.54,2024-04-09 19:00:00+00:00,0.0028601682,0.00019297308,13.03,77.54
13.03_77.575,2024-04-09 19:00:00+00:00,0.0026102883,0.00018107194,13.03,77.575
13.045_77.575,2024-04-09 19:00:00+00:00,0.0037855778,0.0001826891,13.045,77.575
13.05_77.575,2024-04-09 19:00:00+00:00,0.003011608,0.00014068965,13.05,77.575
13.05_77.595,2024-04-09 19:00:00+00:00,0.0032601606,0.00021321664,13.05,77.595
13.065_77.59,2024-04-09 19:00:00+00:00,0.0024815134,0.00016170715,13.065,77.59
13.07_77.585,2024-04-09 19:00:00+00:00,0.0026696636,0.00013149215,13.07,77.585
13.07_77.59,2024-04-09 19:00:00+00:00,0.017439194,0.00064979726,13.07,77.59
13.095_77.595,2024-04-09 19:00:00+00:00,0.0019820626,0.00014100969,13.095,77.595
13.095_77.6,2024-04-09 19:00:00+00:00,0.0021516727,0.00014883919,13.095,77.6
13.0_77.54,2024-04-09 19:00:00+00:00,0.002046411,0.00013698945,13.0,77.54
13.0_77.55,2024-04-09 19:00:00+00:00,0.028906431,0.0012109074,13.0,77.55
13.0_77.555,2024-04-09 19:00:00+00:00,0.00919906,0.0002158395,13.0,77.555
13.0_77.57,2024-04-09 19:00:00+00:00,0.013322382,0.00070763525,13.0,77.57
13.0_77.61,2024-04-09 19:00:00+00:00,0.0025057334,0.0001733199,13.0,77.61
13.0_77.675,2024-04-09 19:00:00+00:00,0.017247697,0.0009615949,13.0,77.675
13.0_77.68,2024-04-09 19:00:00+00:00,0.0025527582,0.00015782616,13.0,77.68
13.185_77.68,2024-04-09 19:00:00+00:00,0.030353446,0.0009994402,13.185,77.68
13.19_77.645,2024-04-09 19:00:00+00:00,0.002675838,0.00016453149,13.19,77.645
13.19_77.68,2024-04-09 19:00:00+00:00,0.0025573836,0.00017796796,13.19,77.68
12.84_77.645,2024-04-09 20:00:00+00:00,0.006996175,0.0002163812,12.84,77.645
